date,PIB_value,PIB_var
1962-02-12,600761.2,0.012
1962-02-13,600836.1333333333,0.012
1962-02-14,600911.0666666667,0.012
1962-02-15,600986.0,0.012
1962-02-16,601060.9333333333,0.012
1962-02-17,601135.8666666667,0.012
1962-02-18,601210.8,0.012
1962-02-19,601285.7333333333,0.012
1962-02-20,601360.6666666666,0.012
1962-02-21,601435.6,0.012
1962-02-22,601510.5333333333,0.012
1962-02-23,601585.4666666667,0.012
1962-02-24,601660.4,0.012
1962-02-25,601735.3333333334,0.012
1962-02-26,601810.2666666667,0.012
1962-02-27,601885.2,0.012
1962-02-28,601960.1333333333,0.012
1962-03-01,602035.0666666667,0.012
1962-03-02,602110.0,0.012
1962-03-03,602184.9333333333,0.012
1962-03-04,602259.8666666667,0.012
1962-03-05,602334.8,0.012
1962-03-06,602409.7333333333,0.012
1962-03-07,602484.6666666666,0.012
1962-03-08,602559.6,0.012
1962-03-09,602634.5333333333,0.012
1962-03-10,602709.4666666667,0.012
1962-03-11,602784.4,0.012
1962-03-12,602859.3333333334,0.012
1962-03-13,602934.2666666667,0.012
1962-03-14,603009.2,0.012
1962-03-15,603084.1333333333,0.012
1962-03-16,603159.0666666667,0.012
1962-03-17,603234.0,0.012
1962-03-18,603308.9333333333,0.012
1962-03-19,603383.8666666667,0.012
1962-03-20,603458.8,0.012
1962-03-21,603533.7333333333,0.012
1962-03-22,603608.6666666666,0.012
1962-03-23,603683.6,0.012
1962-03-24,603758.5333333333,0.012
1962-03-25,603833.4666666667,0.012
1962-03-26,603908.4,0.012
1962-03-27,603983.3333333334,0.012
1962-03-28,604058.2666666667,0.012
1962-03-29,604133.2,0.012
1962-03-30,604208.1333333333,0.012
1962-03-31,604283.0666666667,0.012
1962-04-01,604358.0,0.012
1962-04-02,604453.8241758242,0.016
1962-04-03,604549.6483516484,0.016
1962-04-04,604645.4725274725,0.016
1962-04-05,604741.2967032967,0.016
1962-04-06,604837.1208791209,0.016
1962-04-07,604932.9450549451,0.016
1962-04-08,605028.7692307692,0.016
1962-04-09,605124.5934065934,0.016
1962-04-10,605220.4175824176,0.016
1962-04-11,605316.2417582418,0.016
1962-04-12,605412.065934066,0.016
1962-04-13,605507.8901098901,0.016
1962-04-14,605603.7142857143,0.016
1962-04-15,605699.5384615385,0.016
1962-04-16,605795.3626373627,0.016
1962-04-17,605891.1868131869,0.016
1962-04-18,605987.010989011,0.016
1962-04-19,606082.8351648352,0.016
1962-04-20,606178.6593406594,0.016
1962-04-21,606274.4835164836,0.016
1962-04-22,606370.3076923077,0.016
1962-04-23,606466.1318681319,0.016
1962-04-24,606561.956043956,0.016
1962-04-25,606657.7802197802,0.016
1962-04-26,606753.6043956043,0.016
1962-04-27,606849.4285714285,0.016
1962-04-28,606945.2527472527,0.016
1962-04-29,607041.0769230769,0.016
1962-04-30,607136.901098901,0.016
1962-05-01,607232.7252747252,0.016
1962-05-02,607328.5494505494,0.016
1962-05-03,607424.3736263736,0.016
1962-05-04,607520.1978021978,0.016
1962-05-05,607616.021978022,0.016
1962-05-06,607711.8461538461,0.016
1962-05-07,607807.6703296703,0.016
1962-05-08,607903.4945054945,0.016
1962-05-09,607999.3186813187,0.016
1962-05-10,608095.1428571428,0.016
1962-05-11,608190.967032967,0.016
1962-05-12,608286.7912087912,0.016
1962-05-13,608382.6153846154,0.016
1962-05-14,608478.4395604396,0.016
1962-05-15,608574.2637362637,0.016
1962-05-16,608670.0879120879,0.016
1962-05-17,608765.9120879121,0.016
1962-05-18,608861.7362637363,0.016
1962-05-19,608957.5604395604,0.016
1962-05-20,609053.3846153846,0.016
1962-05-21,609149.2087912088,0.016
1962-05-22,609245.032967033,0.016
1962-05-23,609340.8571428572,0.016
1962-05-24,609436.6813186813,0.016
1962-05-25,609532.5054945055,0.016
1962-05-26,609628.3296703297,0.016
1962-05-27,609724.1538461539,0.016
1962-05-28,609819.978021978,0.016
1962-05-29,609915.8021978022,0.016
1962-05-30,610011.6263736264,0.016
1962-05-31,610107.4505494506,0.016
1962-06-01,610203.2747252748,0.016
1962-06-02,610299.098901099,0.016
1962-06-03,610394.9230769231,0.016
1962-06-04,610490.7472527473,0.016
1962-06-05,610586.5714285715,0.016
1962-06-06,610682.3956043957,0.016
1962-06-07,610778.2197802198,0.016
1962-06-08,610874.043956044,0.016
1962-06-09,610969.8681318681,0.016
1962-06-10,611065.6923076923,0.016
1962-06-11,611161.5164835164,0.016
1962-06-12,611257.3406593406,0.016
1962-06-13,611353.1648351648,0.016
1962-06-14,611448.989010989,0.016
1962-06-15,611544.8131868131,0.016
1962-06-16,611640.6373626373,0.016
1962-06-17,611736.4615384615,0.016
1962-06-18,611832.2857142857,0.016
1962-06-19,611928.1098901099,0.016
1962-06-20,612023.934065934,0.016
1962-06-21,612119.7582417582,0.016
1962-06-22,612215.5824175824,0.016
1962-06-23,612311.4065934066,0.016
1962-06-24,612407.2307692308,0.016
1962-06-25,612503.0549450549,0.016
1962-06-26,612598.8791208791,0.016
1962-06-27,612694.7032967033,0.016
1962-06-28,612790.5274725275,0.016
1962-06-29,612886.3516483516,0.016
1962-06-30,612982.1758241758,0.016
1962-07-01,613078.0,0.016
1962-07-02,613120.7391304348,0.006999999999999999
1962-07-03,613163.4782608695,0.006999999999999999
1962-07-04,613206.2173913043,0.006999999999999999
1962-07-05,613248.9565217391,0.006999999999999999
1962-07-06,613291.695652174,0.006999999999999999
1962-07-07,613334.4347826086,0.006999999999999999
1962-07-08,613377.1739130435,0.006999999999999999
1962-07-09,613419.9130434783,0.006999999999999999
1962-07-10,613462.6521739131,0.006999999999999999
1962-07-11,613505.3913043478,0.006999999999999999
1962-07-12,613548.1304347826,0.006999999999999999
1962-07-13,613590.8695652174,0.006999999999999999
1962-07-14,613633.6086956522,0.006999999999999999
1962-07-15,613676.3478260869,0.006999999999999999
1962-07-16,613719.0869565217,0.006999999999999999
1962-07-17,613761.8260869565,0.006999999999999999
1962-07-18,613804.5652173914,0.006999999999999999
1962-07-19,613847.304347826,0.006999999999999999
1962-07-20,613890.0434782609,0.006999999999999999
1962-07-21,613932.7826086957,0.006999999999999999
1962-07-22,613975.5217391305,0.006999999999999999
1962-07-23,614018.2608695652,0.006999999999999999
1962-07-24,614061.0,0.006999999999999999
1962-07-25,614103.7391304348,0.006999999999999999
1962-07-26,614146.4782608695,0.006999999999999999
1962-07-27,614189.2173913043,0.006999999999999999
1962-07-28,614231.9565217391,0.006999999999999999
1962-07-29,614274.695652174,0.006999999999999999
1962-07-30,614317.4347826086,0.006999999999999999
1962-07-31,614360.1739130435,0.006999999999999999
1962-08-01,614402.9130434783,0.006999999999999999
1962-08-02,614445.6521739131,0.006999999999999999
1962-08-03,614488.3913043478,0.006999999999999999
1962-08-04,614531.1304347826,0.006999999999999999
1962-08-05,614573.8695652174,0.006999999999999999
1962-08-06,614616.6086956522,0.006999999999999999
1962-08-07,614659.3478260869,0.006999999999999999
1962-08-08,614702.0869565217,0.006999999999999999
1962-08-09,614744.8260869565,0.006999999999999999
1962-08-10,614787.5652173914,0.006999999999999999
1962-08-11,614830.304347826,0.006999999999999999
1962-08-12,614873.0434782609,0.006999999999999999
1962-08-13,614915.7826086957,0.006999999999999999
1962-08-14,614958.5217391305,0.006999999999999999
1962-08-15,615001.2608695652,0.006999999999999999
1962-08-16,615044.0,0.006999999999999999
1962-08-17,615086.7391304348,0.006999999999999999
1962-08-18,615129.4782608695,0.006999999999999999
1962-08-19,615172.2173913043,0.006999999999999999
1962-08-20,615214.9565217391,0.006999999999999999
1962-08-21,615257.695652174,0.006999999999999999
1962-08-22,615300.4347826086,0.006999999999999999
1962-08-23,615343.1739130435,0.006999999999999999
1962-08-24,615385.9130434783,0.006999999999999999
1962-08-25,615428.6521739131,0.006999999999999999
1962-08-26,615471.3913043478,0.006999999999999999
1962-08-27,615514.1304347826,0.006999999999999999
1962-08-28,615556.8695652174,0.006999999999999999
1962-08-29,615599.6086956522,0.006999999999999999
1962-08-30,615642.3478260869,0.006999999999999999
1962-08-31,615685.0869565217,0.006999999999999999
1962-09-01,615727.8260869565,0.006999999999999999
1962-09-02,615770.5652173914,0.006999999999999999
1962-09-03,615813.304347826,0.006999999999999999
1962-09-04,615856.0434782609,0.006999999999999999
1962-09-05,615898.7826086957,0.006999999999999999
1962-09-06,615941.5217391305,0.006999999999999999
1962-09-07,615984.2608695652,0.006999999999999999
1962-09-08,616027.0,0.006999999999999999
1962-09-09,616069.7391304348,0.006999999999999999
1962-09-10,616112.4782608695,0.006999999999999999
1962-09-11,616155.2173913043,0.006999999999999999
1962-09-12,616197.9565217391,0.006999999999999999
1962-09-13,616240.695652174,0.006999999999999999
1962-09-14,616283.4347826086,0.006999999999999999
1962-09-15,616326.1739130435,0.006999999999999999
1962-09-16,616368.9130434783,0.006999999999999999
1962-09-17,616411.6521739131,0.006999999999999999
1962-09-18,616454.3913043478,0.006999999999999999
1962-09-19,616497.1304347826,0.006999999999999999
1962-09-20,616539.8695652174,0.006999999999999999
1962-09-21,616582.6086956522,0.006999999999999999
1962-09-22,616625.3478260869,0.006999999999999999
1962-09-23,616668.0869565217,0.006999999999999999
1962-09-24,616710.8260869565,0.006999999999999999
1962-09-25,616753.5652173914,0.006999999999999999
1962-09-26,616796.304347826,0.006999999999999999
1962-09-27,616839.0434782609,0.006999999999999999
1962-09-28,616881.7826086957,0.006999999999999999
1962-09-29,616924.5217391305,0.006999999999999999
1962-09-30,616967.2608695652,0.006999999999999999
1962-10-01,617010.0,0.006999999999999999
1962-10-02,617109.6630434783,0.016
1962-10-03,617209.3260869565,0.016
1962-10-04,617308.9891304348,0.016
1962-10-05,617408.6521739131,0.016
1962-10-06,617508.3152173914,0.016
1962-10-07,617607.9782608695,0.016
1962-10-08,617707.6413043478,0.016
1962-10-09,617807.304347826,0.016
1962-10-10,617906.9673913043,0.016
1962-10-11,618006.6304347826,0.016
1962-10-12,618106.2934782609,0.016
1962-10-13,618205.9565217391,0.016
1962-10-14,618305.6195652174,0.016
1962-10-15,618405.2826086957,0.016
1962-10-16,618504.945652174,0.016
1962-10-17,618604.6086956522,0.016
1962-10-18,618704.2717391305,0.016
1962-10-19,618803.9347826086,0.016
1962-10-20,618903.5978260869,0.016
1962-10-21,619003.2608695652,0.016
1962-10-22,619102.9239130435,0.016
1962-10-23,619202.5869565217,0.016
1962-10-24,619302.25,0.016
1962-10-25,619401.9130434783,0.016
1962-10-26,619501.5760869565,0.016
1962-10-27,619601.2391304348,0.016
1962-10-28,619700.9021739131,0.016
1962-10-29,619800.5652173914,0.016
1962-10-30,619900.2282608695,0.016
1962-10-31,619999.8913043478,0.016
1962-11-01,620099.554347826,0.016
1962-11-02,620199.2173913043,0.016
1962-11-03,620298.8804347826,0.016
1962-11-04,620398.5434782609,0.016
1962-11-05,620498.2065217391,0.016
1962-11-06,620597.8695652174,0.016
1962-11-07,620697.5326086957,0.016
1962-11-08,620797.195652174,0.016
1962-11-09,620896.8586956522,0.016
1962-11-10,620996.5217391305,0.016
1962-11-11,621096.1847826086,0.016
1962-11-12,621195.8478260869,0.016
1962-11-13,621295.5108695652,0.016
1962-11-14,621395.1739130435,0.016
1962-11-15,621494.8369565217,0.016
1962-11-16,621594.5,0.016
1962-11-17,621694.1630434783,0.016
1962-11-18,621793.8260869565,0.016
1962-11-19,621893.4891304348,0.016
1962-11-20,621993.1521739131,0.016
1962-11-21,622092.8152173914,0.016
1962-11-22,622192.4782608695,0.016
1962-11-23,622292.1413043478,0.016
1962-11-24,622391.804347826,0.016
1962-11-25,622491.4673913043,0.016
1962-11-26,622591.1304347826,0.016
1962-11-27,622690.7934782609,0.016
1962-11-28,622790.4565217391,0.016
1962-11-29,622890.1195652174,0.016
1962-11-30,622989.7826086957,0.016
1962-12-01,623089.445652174,0.016
1962-12-02,623189.1086956522,0.016
1962-12-03,623288.7717391305,0.016
1962-12-04,623388.4347826086,0.016
1962-12-05,623488.0978260869,0.016
1962-12-06,623587.7608695652,0.016
1962-12-07,623687.4239130435,0.016
1962-12-08,623787.0869565217,0.016
1962-12-09,623886.75,0.016
1962-12-10,623986.4130434783,0.016
1962-12-11,624086.0760869565,0.016
1962-12-12,624185.7391304348,0.016
1962-12-13,624285.4021739131,0.016
1962-12-14,624385.0652173914,0.016
1962-12-15,624484.7282608695,0.016
1962-12-16,624584.3913043478,0.016
1962-12-17,624684.054347826,0.016
1962-12-18,624783.7173913043,0.016
1962-12-19,624883.3804347826,0.016
1962-12-20,624983.0434782609,0.016
1962-12-21,625082.7065217391,0.016
1962-12-22,625182.3695652174,0.016
1962-12-23,625282.0326086957,0.016
1962-12-24,625381.695652174,0.016
1962-12-25,625481.3586956522,0.016
1962-12-26,625581.0217391305,0.016
1962-12-27,625680.6847826086,0.016
1962-12-28,625780.3478260869,0.016
1962-12-29,625880.0108695652,0.016
1962-12-30,625979.6739130435,0.016
1962-12-31,626079.3369565217,0.016
1963-01-01,626179.0,0.016
1963-01-02,626266.8888888889,0.013999999999999999
1963-01-03,626354.7777777778,0.013999999999999999
1963-01-04,626442.6666666666,0.013999999999999999
1963-01-05,626530.5555555555,0.013999999999999999
1963-01-06,626618.4444444445,0.013999999999999999
1963-01-07,626706.3333333334,0.013999999999999999
1963-01-08,626794.2222222222,0.013999999999999999
1963-01-09,626882.1111111111,0.013999999999999999
1963-01-10,626970.0,0.013999999999999999
1963-01-11,627057.8888888889,0.013999999999999999
1963-01-12,627145.7777777778,0.013999999999999999
1963-01-13,627233.6666666666,0.013999999999999999
1963-01-14,627321.5555555555,0.013999999999999999
1963-01-15,627409.4444444445,0.013999999999999999
1963-01-16,627497.3333333334,0.013999999999999999
1963-01-17,627585.2222222222,0.013999999999999999
1963-01-18,627673.1111111111,0.013999999999999999
1963-01-19,627761.0,0.013999999999999999
1963-01-20,627848.8888888889,0.013999999999999999
1963-01-21,627936.7777777778,0.013999999999999999
1963-01-22,628024.6666666666,0.013999999999999999
1963-01-23,628112.5555555555,0.013999999999999999
1963-01-24,628200.4444444445,0.013999999999999999
1963-01-25,628288.3333333334,0.013999999999999999
1963-01-26,628376.2222222222,0.013999999999999999
1963-01-27,628464.1111111111,0.013999999999999999
1963-01-28,628552.0,0.013999999999999999
1963-01-29,628639.8888888889,0.013999999999999999
1963-01-30,628727.7777777778,0.013999999999999999
1963-01-31,628815.6666666666,0.013999999999999999
1963-02-01,628903.5555555555,0.013999999999999999
1963-02-02,628991.4444444445,0.013999999999999999
1963-02-03,629079.3333333334,0.013999999999999999
1963-02-04,629167.2222222222,0.013999999999999999
1963-02-05,629255.1111111111,0.013999999999999999
1963-02-06,629343.0,0.013999999999999999
1963-02-07,629430.8888888889,0.013999999999999999
1963-02-08,629518.7777777778,0.013999999999999999
1963-02-09,629606.6666666666,0.013999999999999999
1963-02-10,629694.5555555555,0.013999999999999999
1963-02-11,629782.4444444445,0.013999999999999999
1963-02-12,629870.3333333334,0.013999999999999999
1963-02-13,629958.2222222222,0.013999999999999999
1963-02-14,630046.1111111111,0.013999999999999999
1963-02-15,630134.0,0.013999999999999999
1963-02-16,630221.8888888889,0.013999999999999999
1963-02-17,630309.7777777778,0.013999999999999999
1963-02-18,630397.6666666666,0.013999999999999999
1963-02-19,630485.5555555555,0.013999999999999999
1963-02-20,630573.4444444445,0.013999999999999999
1963-02-21,630661.3333333334,0.013999999999999999
1963-02-22,630749.2222222222,0.013999999999999999
1963-02-23,630837.1111111111,0.013999999999999999
1963-02-24,630925.0,0.013999999999999999
1963-02-25,631012.8888888889,0.013999999999999999
1963-02-26,631100.7777777778,0.013999999999999999
1963-02-27,631188.6666666666,0.013999999999999999
1963-02-28,631276.5555555555,0.013999999999999999
1963-03-01,631364.4444444445,0.013999999999999999
1963-03-02,631452.3333333334,0.013999999999999999
1963-03-03,631540.2222222222,0.013999999999999999
1963-03-04,631628.1111111111,0.013999999999999999
1963-03-05,631716.0,0.013999999999999999
1963-03-06,631803.8888888889,0.013999999999999999
1963-03-07,631891.7777777778,0.013999999999999999
1963-03-08,631979.6666666666,0.013999999999999999
1963-03-09,632067.5555555555,0.013999999999999999
1963-03-10,632155.4444444445,0.013999999999999999
1963-03-11,632243.3333333334,0.013999999999999999
1963-03-12,632331.2222222222,0.013999999999999999
1963-03-13,632419.1111111111,0.013999999999999999
1963-03-14,632507.0,0.013999999999999999
1963-03-15,632594.8888888889,0.013999999999999999
1963-03-16,632682.7777777778,0.013999999999999999
1963-03-17,632770.6666666666,0.013999999999999999
1963-03-18,632858.5555555555,0.013999999999999999
1963-03-19,632946.4444444445,0.013999999999999999
1963-03-20,633034.3333333334,0.013999999999999999
1963-03-21,633122.2222222222,0.013999999999999999
1963-03-22,633210.1111111111,0.013999999999999999
1963-03-23,633298.0,0.013999999999999999
1963-03-24,633385.8888888889,0.013999999999999999
1963-03-25,633473.7777777778,0.013999999999999999
1963-03-26,633561.6666666666,0.013999999999999999
1963-03-27,633649.5555555555,0.013999999999999999
1963-03-28,633737.4444444445,0.013999999999999999
1963-03-29,633825.3333333334,0.013999999999999999
1963-03-30,633913.2222222222,0.013999999999999999
1963-03-31,634001.1111111111,0.013999999999999999
1963-04-01,634089.0,0.013999999999999999
1963-04-02,634251.5604395604,0.026
1963-04-03,634414.1208791209,0.026
1963-04-04,634576.6813186813,0.026
1963-04-05,634739.2417582418,0.026
1963-04-06,634901.8021978022,0.026
1963-04-07,635064.3626373627,0.026
1963-04-08,635226.9230769231,0.026
1963-04-09,635389.4835164836,0.026
1963-04-10,635552.043956044,0.026
1963-04-11,635714.6043956043,0.026
1963-04-12,635877.1648351648,0.026
1963-04-13,636039.7252747252,0.026
1963-04-14,636202.2857142857,0.026
1963-04-15,636364.8461538461,0.026
1963-04-16,636527.4065934066,0.026
1963-04-17,636689.967032967,0.026
1963-04-18,636852.5274725275,0.026
1963-04-19,637015.0879120879,0.026
1963-04-20,637177.6483516484,0.026
1963-04-21,637340.2087912088,0.026
1963-04-22,637502.7692307692,0.026
1963-04-23,637665.3296703297,0.025
1963-04-24,637827.8901098901,0.025
1963-04-25,637990.4505494506,0.025
1963-04-26,638153.010989011,0.025
1963-04-27,638315.5714285715,0.025
1963-04-28,638478.1318681319,0.025
1963-04-29,638640.6923076923,0.025
1963-04-30,638803.2527472527,0.025
1963-05-01,638965.8131868131,0.025
1963-05-02,639128.3736263736,0.025
1963-05-03,639290.934065934,0.025
1963-05-04,639453.4945054945,0.025
1963-05-05,639616.0549450549,0.025
1963-05-06,639778.6153846154,0.025
1963-05-07,639941.1758241758,0.025
1963-05-08,640103.7362637363,0.025
1963-05-09,640266.2967032967,0.025
1963-05-10,640428.8571428572,0.025
1963-05-11,640591.4175824176,0.025
1963-05-12,640753.978021978,0.025
1963-05-13,640916.5384615385,0.025
1963-05-14,641079.098901099,0.025
1963-05-15,641241.6593406594,0.025
1963-05-16,641404.2197802198,0.025
1963-05-17,641566.7802197802,0.025
1963-05-18,641729.3406593406,0.025
1963-05-19,641891.901098901,0.025
1963-05-20,642054.4615384615,0.025
1963-05-21,642217.021978022,0.025
1963-05-22,642379.5824175824,0.025
1963-05-23,642542.1428571428,0.025
1963-05-24,642704.7032967033,0.025
1963-05-25,642867.2637362637,0.025
1963-05-26,643029.8241758242,0.025
1963-05-27,643192.3846153846,0.025
1963-05-28,643354.9450549451,0.025
1963-05-29,643517.5054945055,0.025
1963-05-30,643680.065934066,0.025
1963-05-31,643842.6263736264,0.025
1963-06-01,644005.1868131869,0.025
1963-06-02,644167.7472527473,0.025
1963-06-03,644330.3076923077,0.025
1963-06-04,644492.8681318681,0.025
1963-06-05,644655.4285714285,0.025
1963-06-06,644817.989010989,0.025
1963-06-07,644980.5494505494,0.025
1963-06-08,645143.1098901099,0.025
1963-06-09,645305.6703296703,0.025
1963-06-10,645468.2307692308,0.025
1963-06-11,645630.7912087912,0.025
1963-06-12,645793.3516483516,0.025
1963-06-13,645955.9120879121,0.025
1963-06-14,646118.4725274725,0.025
1963-06-15,646281.032967033,0.025
1963-06-16,646443.5934065934,0.025
1963-06-17,646606.1538461539,0.025
1963-06-18,646768.7142857143,0.025
1963-06-19,646931.2747252748,0.025
1963-06-20,647093.8351648352,0.025
1963-06-21,647256.3956043957,0.025
1963-06-22,647418.956043956,0.025
1963-06-23,647581.5164835164,0.025
1963-06-24,647744.0769230769,0.025
1963-06-25,647906.6373626373,0.025
1963-06-26,648069.1978021978,0.025
1963-06-27,648231.7582417582,0.025
1963-06-28,648394.3186813187,0.025
1963-06-29,648556.8791208791,0.025
1963-06-30,648719.4395604396,0.025
1963-07-01,648882.0,0.025
1963-07-02,648987.2282608695,0.016
1963-07-03,649092.4565217391,0.016
1963-07-04,649197.6847826086,0.016
1963-07-05,649302.9130434783,0.016
1963-07-06,649408.1413043478,0.016
1963-07-07,649513.3695652174,0.016
1963-07-08,649618.5978260869,0.016
1963-07-09,649723.8260869565,0.016
1963-07-10,649829.054347826,0.016
1963-07-11,649934.2826086957,0.016
1963-07-12,650039.5108695652,0.016
1963-07-13,650144.7391304348,0.016
1963-07-14,650249.9673913043,0.016
1963-07-15,650355.195652174,0.016
1963-07-16,650460.4239130435,0.016
1963-07-17,650565.6521739131,0.016
1963-07-18,650670.8804347826,0.016
1963-07-19,650776.1086956522,0.016
1963-07-20,650881.3369565217,0.016
1963-07-21,650986.5652173914,0.016
1963-07-22,651091.7934782609,0.016
1963-07-23,651197.0217391305,0.016
1963-07-24,651302.25,0.016
1963-07-25,651407.4782608695,0.016
1963-07-26,651512.7065217391,0.016
1963-07-27,651617.9347826086,0.016
1963-07-28,651723.1630434783,0.016
1963-07-29,651828.3913043478,0.016
1963-07-30,651933.6195652174,0.016
1963-07-31,652038.8478260869,0.016
1963-08-01,652144.0760869565,0.016
1963-08-02,652249.304347826,0.016
1963-08-03,652354.5326086957,0.016
1963-08-04,652459.7608695652,0.016
1963-08-05,652564.9891304348,0.016
1963-08-06,652670.2173913043,0.016
1963-08-07,652775.445652174,0.016
1963-08-08,652880.6739130435,0.016
1963-08-09,652985.9021739131,0.016
1963-08-10,653091.1304347826,0.016
1963-08-11,653196.3586956522,0.016
1963-08-12,653301.5869565217,0.016
1963-08-13,653406.8152173914,0.016
1963-08-14,653512.0434782609,0.016
1963-08-15,653617.2717391305,0.016
1963-08-16,653722.5,0.016
1963-08-17,653827.7282608695,0.016
1963-08-18,653932.9565217391,0.016
1963-08-19,654038.1847826086,0.016
1963-08-20,654143.4130434783,0.016
1963-08-21,654248.6413043478,0.016
1963-08-22,654353.8695652174,0.016
1963-08-23,654459.0978260869,0.016
1963-08-24,654564.3260869565,0.016
1963-08-25,654669.554347826,0.016
1963-08-26,654774.7826086957,0.016
1963-08-27,654880.0108695652,0.016
1963-08-28,654985.2391304348,0.016
1963-08-29,655090.4673913043,0.016
1963-08-30,655195.695652174,0.016
1963-08-31,655300.9239130435,0.016
1963-09-01,655406.1521739131,0.016
1963-09-02,655511.3804347826,0.016
1963-09-03,655616.6086956522,0.016
1963-09-04,655721.8369565217,0.016
1963-09-05,655827.0652173914,0.016
1963-09-06,655932.2934782609,0.016
1963-09-07,656037.5217391305,0.016
1963-09-08,656142.75,0.016
1963-09-09,656247.9782608695,0.016
1963-09-10,656353.2065217391,0.016
1963-09-11,656458.4347826086,0.016
1963-09-12,656563.6630434783,0.016
1963-09-13,656668.8913043478,0.016
1963-09-14,656774.1195652174,0.016
1963-09-15,656879.3478260869,0.016
1963-09-16,656984.5760869565,0.016
1963-09-17,657089.804347826,0.016
1963-09-18,657195.0326086957,0.016
1963-09-19,657300.2608695652,0.016
1963-09-20,657405.4891304348,0.016
1963-09-21,657510.7173913043,0.016
1963-09-22,657615.945652174,0.016
1963-09-23,657721.1739130435,0.016
1963-09-24,657826.4021739131,0.016
1963-09-25,657931.6304347826,0.016
1963-09-26,658036.8586956522,0.016
1963-09-27,658142.0869565217,0.016
1963-09-28,658247.3152173914,0.016
1963-09-29,658352.5434782609,0.016
1963-09-30,658457.7717391305,0.016
1963-10-01,658563.0,0.016
1963-10-02,658740.3586956522,0.027
1963-10-03,658917.7173913043,0.027
1963-10-04,659095.0760869565,0.027
1963-10-05,659272.4347826086,0.027
1963-10-06,659449.7934782609,0.027
1963-10-07,659627.1521739131,0.027
1963-10-08,659804.5108695652,0.027
1963-10-09,659981.8695652174,0.027
1963-10-10,660159.2282608695,0.027
1963-10-11,660336.5869565217,0.027
1963-10-12,660513.945652174,0.027
1963-10-13,660691.304347826,0.027
1963-10-14,660868.6630434783,0.027
1963-10-15,661046.0217391305,0.027
1963-10-16,661223.3804347826,0.027
1963-10-17,661400.7391304348,0.027
1963-10-18,661578.0978260869,0.027
1963-10-19,661755.4565217391,0.027
1963-10-20,661932.8152173914,0.027
1963-10-21,662110.1739130435,0.027
1963-10-22,662287.5326086957,0.027
1963-10-23,662464.8913043478,0.027
1963-10-24,662642.25,0.027
1963-10-25,662819.6086956522,0.027
1963-10-26,662996.9673913043,0.027
1963-10-27,663174.3260869565,0.027
1963-10-28,663351.6847826086,0.027
1963-10-29,663529.0434782609,0.027
1963-10-30,663706.4021739131,0.027
1963-10-31,663883.7608695652,0.027
1963-11-01,664061.1195652174,0.027
1963-11-02,664238.4782608695,0.027
1963-11-03,664415.8369565217,0.027
1963-11-04,664593.195652174,0.027
1963-11-05,664770.554347826,0.027
1963-11-06,664947.9130434783,0.027
1963-11-07,665125.2717391305,0.027
1963-11-08,665302.6304347826,0.027
1963-11-09,665479.9891304348,0.027
1963-11-10,665657.3478260869,0.027
1963-11-11,665834.7065217391,0.027
1963-11-12,666012.0652173914,0.027
1963-11-13,666189.4239130435,0.027
1963-11-14,666366.7826086957,0.027
1963-11-15,666544.1413043478,0.027
1963-11-16,666721.5,0.027
1963-11-17,666898.8586956522,0.027
1963-11-18,667076.2173913043,0.027
1963-11-19,667253.5760869565,0.027
1963-11-20,667430.9347826086,0.027
1963-11-21,667608.2934782609,0.027
1963-11-22,667785.6521739131,0.027
1963-11-23,667963.0108695652,0.027
1963-11-24,668140.3695652174,0.027
1963-11-25,668317.7282608695,0.027
1963-11-26,668495.0869565217,0.027
1963-11-27,668672.445652174,0.027
1963-11-28,668849.804347826,0.027
1963-11-29,669027.1630434783,0.027
1963-11-30,669204.5217391305,0.027
1963-12-01,669381.8804347826,0.027
1963-12-02,669559.2391304348,0.026
1963-12-03,669736.5978260869,0.026
1963-12-04,669913.9565217391,0.026
1963-12-05,670091.3152173914,0.026
1963-12-06,670268.6739130435,0.026
1963-12-07,670446.0326086957,0.026
1963-12-08,670623.3913043478,0.026
1963-12-09,670800.75,0.026
1963-12-10,670978.1086956522,0.026
1963-12-11,671155.4673913043,0.026
1963-12-12,671332.8260869565,0.026
1963-12-13,671510.1847826086,0.026
1963-12-14,671687.5434782609,0.026
1963-12-15,671864.9021739131,0.026
1963-12-16,672042.2608695652,0.026
1963-12-17,672219.6195652174,0.026
1963-12-18,672396.9782608695,0.026
1963-12-19,672574.3369565217,0.026
1963-12-20,672751.695652174,0.026
1963-12-21,672929.054347826,0.026
1963-12-22,673106.4130434783,0.026
1963-12-23,673283.7717391305,0.026
1963-12-24,673461.1304347826,0.026
1963-12-25,673638.4891304348,0.026
1963-12-26,673815.8478260869,0.026
1963-12-27,673993.2065217391,0.026
1963-12-28,674170.5652173914,0.026
1963-12-29,674347.9239130435,0.026
1963-12-30,674525.2826086957,0.026
1963-12-31,674702.6413043478,0.026
1964-01-01,674880.0,0.026
1964-01-02,674975.2637362637,0.013999999999999999
1964-01-03,675070.5274725275,0.013999999999999999
1964-01-04,675165.7912087912,0.013999999999999999
1964-01-05,675261.0549450549,0.013999999999999999
1964-01-06,675356.3186813187,0.013999999999999999
1964-01-07,675451.5824175824,0.013999999999999999
1964-01-08,675546.8461538461,0.013999999999999999
