date,PIB_value,PIB_var
1993-10-13,7048528.391304348,0.017
1993-10-14,7049709.423913044,0.017
1993-10-15,7050890.456521739,0.017
1993-10-16,7052071.489130435,0.017
1993-10-17,7053252.521739131,0.017
1993-10-18,7054433.554347826,0.017
1993-10-19,7055614.5869565215,0.017
1993-10-20,7056795.619565218,0.017
1993-10-21,7057976.652173913,0.017
1993-10-22,7059157.684782608,0.017
1993-10-23,7060338.717391305,0.017
1993-10-24,7061519.75,0.017
1993-10-25,7062700.782608695,0.017
1993-10-26,7063881.815217392,0.017
1993-10-27,7065062.847826087,0.017
1993-10-28,7066243.880434782,0.017
1993-10-29,7067424.9130434785,0.017
1993-10-30,7068605.945652174,0.017
1993-10-31,7069786.978260869,0.017
1993-11-01,7070968.010869565,0.017
1993-11-02,7072149.043478261,0.017
1993-11-03,7073330.076086956,0.017
1993-11-04,7074511.108695652,0.017
1993-11-05,7075692.141304348,0.017
1993-11-06,7076873.173913044,0.017
1993-11-07,7078054.206521739,0.017
1993-11-08,7079235.239130435,0.017
1993-11-09,7080416.271739131,0.017
1993-11-10,7081597.304347826,0.017
1993-11-11,7082778.3369565215,0.017
1993-11-12,7083959.369565218,0.017
1993-11-13,7085140.402173913,0.017
1993-11-14,7086321.434782608,0.017
1993-11-15,7087502.467391305,0.017
1993-11-16,7088683.5,0.017
1993-11-17,7089864.532608695,0.017
1993-11-18,7091045.565217392,0.017
1993-11-19,7092226.597826087,0.017
1993-11-20,7093407.630434782,0.017
1993-11-21,7094588.6630434785,0.017
1993-11-22,7095769.695652174,0.017
1993-11-23,7096950.728260869,0.017
1993-11-24,7098131.760869565,0.017
1993-11-25,7099312.793478261,0.017
1993-11-26,7100493.826086956,0.017
1993-11-27,7101674.858695652,0.017
1993-11-28,7102855.891304348,0.017
1993-11-29,7104036.923913044,0.017
1993-11-30,7105217.956521739,0.017
1993-12-01,7106398.989130435,0.017
1993-12-02,7107580.021739131,0.017
1993-12-03,7108761.054347826,0.017
1993-12-04,7109942.0869565215,0.017
1993-12-05,7111123.119565218,0.017
1993-12-06,7112304.152173913,0.017
1993-12-07,7113485.184782608,0.017
1993-12-08,7114666.217391305,0.017
1993-12-09,7115847.25,0.017
1993-12-10,7117028.282608695,0.017
1993-12-11,7118209.315217392,0.017
1993-12-12,7119390.347826087,0.017
1993-12-13,7120571.380434782,0.017
1993-12-14,7121752.4130434785,0.017
1993-12-15,7122933.445652174,0.017
1993-12-16,7124114.478260869,0.017
1993-12-17,7125295.510869565,0.017
1993-12-18,7126476.543478261,0.017
1993-12-19,7127657.576086956,0.017
1993-12-20,7128838.608695652,0.017
1993-12-21,7130019.641304348,0.017
1993-12-22,7131200.673913044,0.017
1993-12-23,7132381.706521739,0.017
1993-12-24,7133562.739130435,0.017
1993-12-25,7134743.771739131,0.017
1993-12-26,7135924.804347826,0.017
1993-12-27,7137105.8369565215,0.017
1993-12-28,7138286.869565218,0.017
1993-12-29,7139467.902173913,0.017
1993-12-30,7140648.934782608,0.017
1993-12-31,7141829.967391305,0.017
1994-01-01,7143011.0,0.017
1994-01-02,7144419.533333333,0.02
1994-01-03,7145828.066666666,0.02
1994-01-04,7147236.6,0.02
1994-01-05,7148645.133333334,0.02
1994-01-06,7150053.666666667,0.02
1994-01-07,7151462.2,0.02
1994-01-08,7152870.733333333,0.02
1994-01-09,7154279.266666667,0.02
1994-01-10,7155687.8,0.02
1994-01-11,7157096.333333333,0.02
1994-01-12,7158504.866666666,0.02
1994-01-13,7159913.4,0.02
1994-01-14,7161321.933333334,0.02
1994-01-15,7162730.466666667,0.02
1994-01-16,7164139.0,0.02
1994-01-17,7165547.533333333,0.02
1994-01-18,7166956.066666666,0.02
1994-01-19,7168364.6,0.02
1994-01-20,7169773.133333334,0.02
1994-01-21,7171181.666666667,0.02
1994-01-22,7172590.2,0.02
1994-01-23,7173998.733333333,0.02
1994-01-24,7175407.266666667,0.02
1994-01-25,7176815.8,0.02
1994-01-26,7178224.333333333,0.02
1994-01-27,7179632.866666666,0.02
1994-01-28,7181041.4,0.02
1994-01-29,7182449.933333334,0.02
1994-01-30,7183858.466666667,0.02
1994-01-31,7185267.0,0.02
1994-02-01,7186675.533333333,0.02
1994-02-02,7188084.066666666,0.02
1994-02-03,7189492.6,0.02
1994-02-04,7190901.133333334,0.02
1994-02-05,7192309.666666667,0.02
1994-02-06,7193718.2,0.02
1994-02-07,7195126.733333333,0.02
1994-02-08,7196535.266666667,0.02
1994-02-09,7197943.8,0.02
1994-02-10,7199352.333333333,0.02
1994-02-11,7200760.866666666,0.02
1994-02-12,7202169.4,0.02
1994-02-13,7203577.933333334,0.02
1994-02-14,7204986.466666667,0.02
1994-02-15,7206395.0,0.02
1994-02-16,7207803.533333333,0.02
1994-02-17,7209212.066666666,0.02
1994-02-18,7210620.6,0.02
1994-02-19,7212029.133333334,0.02
1994-02-20,7213437.666666667,0.02
1994-02-21,7214846.2,0.02
1994-02-22,7216254.733333333,0.02
1994-02-23,7217663.266666667,0.02
1994-02-24,7219071.8,0.02
1994-02-25,7220480.333333333,0.02
1994-02-26,7221888.866666666,0.02
1994-02-27,7223297.4,0.02
1994-02-28,7224705.933333334,0.019
1994-03-01,7226114.466666667,0.019
1994-03-02,7227523.0,0.019
1994-03-03,7228931.533333333,0.019
1994-03-04,7230340.066666666,0.019
1994-03-05,7231748.6,0.019
1994-03-06,7233157.133333334,0.019
1994-03-07,7234565.666666667,0.019
1994-03-08,7235974.2,0.019
1994-03-09,7237382.733333333,0.019
1994-03-10,7238791.266666667,0.019
1994-03-11,7240199.8,0.019
1994-03-12,7241608.333333333,0.019
1994-03-13,7243016.866666666,0.019
1994-03-14,7244425.4,0.019
1994-03-15,7245833.933333334,0.019
1994-03-16,7247242.466666667,0.019
1994-03-17,7248651.0,0.019
1994-03-18,7250059.533333333,0.019
1994-03-19,7251468.066666666,0.019
1994-03-20,7252876.6,0.019
1994-03-21,7254285.133333334,0.019
1994-03-22,7255693.666666667,0.019
1994-03-23,7257102.2,0.019
1994-03-24,7258510.733333333,0.019
1994-03-25,7259919.266666667,0.019
1994-03-26,7261327.8,0.019
1994-03-27,7262736.333333333,0.019
1994-03-28,7264144.866666666,0.019
1994-03-29,7265553.4,0.019
1994-03-30,7266961.933333334,0.019
1994-03-31,7268370.466666667,0.019
1994-04-01,7269779.0,0.019
1994-04-02,7270686.593406593,0.012
1994-04-03,7271594.186813187,0.012
1994-04-04,7272501.78021978,0.012
1994-04-05,7273409.373626374,0.012
1994-04-06,7274316.967032967,0.012
1994-04-07,7275224.560439561,0.012
1994-04-08,7276132.153846154,0.012
1994-04-09,7277039.747252747,0.012
1994-04-10,7277947.340659341,0.012
1994-04-11,7278854.934065934,0.012
1994-04-12,7279762.527472528,0.012
1994-04-13,7280670.120879121,0.012
1994-04-14,7281577.714285715,0.012
1994-04-15,7282485.307692308,0.012
1994-04-16,7283392.901098901,0.012
1994-04-17,7284300.494505495,0.012
1994-04-18,7285208.087912088,0.012
1994-04-19,7286115.681318682,0.012
1994-04-20,7287023.274725275,0.012
1994-04-21,7287930.868131869,0.012
1994-04-22,7288838.461538462,0.012
1994-04-23,7289746.054945055,0.012
1994-04-24,7290653.648351648,0.012
1994-04-25,7291561.241758241,0.012
1994-04-26,7292468.835164835,0.012
1994-04-27,7293376.428571428,0.012
1994-04-28,7294284.021978022,0.012
1994-04-29,7295191.615384615,0.012
1994-04-30,7296099.208791208,0.012
1994-05-01,7297006.802197802,0.012
1994-05-02,7297914.395604395,0.012
1994-05-03,7298821.989010989,0.012
1994-05-04,7299729.582417582,0.012
1994-05-05,7300637.175824176,0.012
1994-05-06,7301544.769230769,0.012
1994-05-07,7302452.362637362,0.012
1994-05-08,7303359.956043956,0.012
1994-05-09,7304267.549450549,0.012
1994-05-10,7305175.142857143,0.012
1994-05-11,7306082.736263736,0.012
1994-05-12,7306990.32967033,0.012
1994-05-13,7307897.923076923,0.012
1994-05-14,7308805.516483516,0.012
1994-05-15,7309713.10989011,0.012
1994-05-16,7310620.703296703,0.012
1994-05-17,7311528.296703297,0.012
1994-05-18,7312435.89010989,0.012
1994-05-19,7313343.483516484,0.012
1994-05-20,7314251.076923077,0.012
1994-05-21,7315158.67032967,0.012
1994-05-22,7316066.263736264,0.012
1994-05-23,7316973.857142857,0.012
1994-05-24,7317881.450549451,0.012
1994-05-25,7318789.043956044,0.012
1994-05-26,7319696.637362638,0.012
1994-05-27,7320604.230769231,0.012
1994-05-28,7321511.824175824,0.012
1994-05-29,7322419.417582418,0.012
1994-05-30,7323327.010989011,0.012
1994-05-31,7324234.604395605,0.012
1994-06-01,7325142.197802198,0.012
1994-06-02,7326049.791208792,0.012
1994-06-03,7326957.384615385,0.012
1994-06-04,7327864.978021978,0.012
1994-06-05,7328772.571428572,0.012
1994-06-06,7329680.164835165,0.012
1994-06-07,7330587.758241759,0.012
1994-06-08,7331495.351648352,0.012
1994-06-09,7332402.945054945,0.012
1994-06-10,7333310.538461538,0.012
1994-06-11,7334218.131868131,0.012
1994-06-12,7335125.725274725,0.012
1994-06-13,7336033.318681318,0.012
1994-06-14,7336940.912087912,0.012
1994-06-15,7337848.505494505,0.012
1994-06-16,7338756.098901099,0.012
1994-06-17,7339663.692307692,0.012
1994-06-18,7340571.285714285,0.012
1994-06-19,7341478.879120879,0.012
1994-06-20,7342386.472527472,0.012
1994-06-21,7343294.065934066,0.012
1994-06-22,7344201.659340659,0.012
1994-06-23,7345109.252747253,0.012
1994-06-24,7346016.846153846,0.012
1994-06-25,7346924.439560439,0.012
1994-06-26,7347832.032967033,0.012
1994-06-27,7348739.626373626,0.012
1994-06-28,7349647.21978022,0.012
1994-06-29,7350554.813186813,0.012
1994-06-30,7351462.406593407,0.012
1994-07-01,7352370.0,0.012
1994-07-02,7353710.0,0.018000000000000002
1994-07-03,7355050.0,0.018000000000000002
1994-07-04,7356390.0,0.018000000000000002
1994-07-05,7357730.0,0.018000000000000002
1994-07-06,7359070.0,0.018000000000000002
1994-07-07,7360410.0,0.018000000000000002
1994-07-08,7361750.0,0.018000000000000002
1994-07-09,7363090.0,0.018000000000000002
1994-07-10,7364430.0,0.018000000000000002
1994-07-11,7365770.0,0.018000000000000002
1994-07-12,7367110.0,0.018000000000000002
1994-07-13,7368450.0,0.018000000000000002
1994-07-14,7369790.0,0.018000000000000002
1994-07-15,7371130.0,0.018000000000000002
1994-07-16,7372470.0,0.018000000000000002
1994-07-17,7373810.0,0.018000000000000002
1994-07-18,7375150.0,0.018000000000000002
1994-07-19,7376490.0,0.018000000000000002
1994-07-20,7377830.0,0.018000000000000002
1994-07-21,7379170.0,0.018000000000000002
1994-07-22,7380510.0,0.018000000000000002
1994-07-23,7381850.0,0.018000000000000002
1994-07-24,7383190.0,0.018000000000000002
1994-07-25,7384530.0,0.018000000000000002
1994-07-26,7385870.0,0.018000000000000002
1994-07-27,7387210.0,0.018000000000000002
1994-07-28,7388550.0,0.018000000000000002
1994-07-29,7389890.0,0.018000000000000002
1994-07-30,7391230.0,0.018000000000000002
1994-07-31,7392570.0,0.018000000000000002
1994-08-01,7393910.0,0.018000000000000002
1994-08-02,7395250.0,0.018000000000000002
1994-08-03,7396590.0,0.018000000000000002
1994-08-04,7397930.0,0.018000000000000002
1994-08-05,7399270.0,0.018000000000000002
1994-08-06,7400610.0,0.018000000000000002
1994-08-07,7401950.0,0.018000000000000002
1994-08-08,7403290.0,0.018000000000000002
1994-08-09,7404630.0,0.018000000000000002
1994-08-10,7405970.0,0.018000000000000002
1994-08-11,7407310.0,0.018000000000000002
1994-08-12,7408650.0,0.018000000000000002
1994-08-13,7409990.0,0.018000000000000002
1994-08-14,7411330.0,0.018000000000000002
1994-08-15,7412670.0,0.018000000000000002
1994-08-16,7414010.0,0.018000000000000002
1994-08-17,7415350.0,0.018000000000000002
1994-08-18,7416690.0,0.018000000000000002
1994-08-19,7418030.0,0.018000000000000002
1994-08-20,7419370.0,0.018000000000000002
1994-08-21,7420710.0,0.018000000000000002
1994-08-22,7422050.0,0.018000000000000002
1994-08-23,7423390.0,0.018000000000000002
1994-08-24,7424730.0,0.018000000000000002
1994-08-25,7426070.0,0.018000000000000002
1994-08-26,7427410.0,0.018000000000000002
1994-08-27,7428750.0,0.018000000000000002
1994-08-28,7430090.0,0.018000000000000002
1994-08-29,7431430.0,0.018000000000000002
1994-08-30,7432770.0,0.018000000000000002
1994-08-31,7434110.0,0.018000000000000002
1994-09-01,7435450.0,0.018000000000000002
1994-09-02,7436790.0,0.018000000000000002
1994-09-03,7438130.0,0.018000000000000002
1994-09-04,7439470.0,0.018000000000000002
1994-09-05,7440810.0,0.018000000000000002
1994-09-06,7442150.0,0.018000000000000002
1994-09-07,7443490.0,0.018000000000000002
1994-09-08,7444830.0,0.018000000000000002
1994-09-09,7446170.0,0.018000000000000002
1994-09-10,7447510.0,0.018000000000000002
1994-09-11,7448850.0,0.018000000000000002
1994-09-12,7450190.0,0.018000000000000002
1994-09-13,7451530.0,0.018000000000000002
1994-09-14,7452870.0,0.018000000000000002
1994-09-15,7454210.0,0.018000000000000002
1994-09-16,7455550.0,0.018000000000000002
1994-09-17,7456890.0,0.018000000000000002
1994-09-18,7458230.0,0.018000000000000002
1994-09-19,7459570.0,0.018000000000000002
1994-09-20,7460910.0,0.018000000000000002
1994-09-21,7462250.0,0.018000000000000002
1994-09-22,7463590.0,0.018000000000000002
1994-09-23,7464930.0,0.018000000000000002
1994-09-24,7466270.0,0.018000000000000002
1994-09-25,7467610.0,0.018000000000000002
1994-09-26,7468950.0,0.018000000000000002
1994-09-27,7470290.0,0.018000000000000002
1994-09-28,7471630.0,0.018000000000000002
1994-09-29,7472970.0,0.018000000000000002
1994-09-30,7474310.0,0.018000000000000002
1994-10-01,7475650.0,0.018000000000000002
1994-10-02,7476481.152173913,0.011000000000000001
1994-10-03,7477312.304347826,0.011000000000000001
1994-10-04,7478143.456521739,0.011000000000000001
1994-10-05,7478974.608695652,0.011000000000000001
1994-10-06,7479805.760869565,0.011000000000000001
1994-10-07,7480636.9130434785,0.011000000000000001
1994-10-08,7481468.065217392,0.011000000000000001
1994-10-09,7482299.217391305,0.011000000000000001
1994-10-10,7483130.369565218,0.011000000000000001
1994-10-11,7483961.521739131,0.011000000000000001
1994-10-12,7484792.673913044,0.011000000000000001
1994-10-13,7485623.826086956,0.011000000000000001
1994-10-14,7486454.978260869,0.011000000000000001
1994-10-15,7487286.130434782,0.011000000000000001
1994-10-16,7488117.282608695,0.011000000000000001
1994-10-17,7488948.434782608,0.011000000000000001
1994-10-18,7489779.5869565215,0.011000000000000001
1994-10-19,7490610.739130435,0.011000000000000001
1994-10-20,7491441.891304348,0.011000000000000001
1994-10-21,7492273.043478261,0.011000000000000001
1994-10-22,7493104.195652174,0.011000000000000001
1994-10-23,7493935.347826087,0.011000000000000001
1994-10-24,7494766.5,0.011000000000000001
1994-10-25,7495597.652173913,0.011000000000000001
1994-10-26,7496428.804347826,0.011000000000000001
1994-10-27,7497259.956521739,0.011000000000000001
1994-10-28,7498091.108695652,0.011000000000000001
1994-10-29,7498922.260869565,0.011000000000000001
1994-10-30,7499753.4130434785,0.011000000000000001
1994-10-31,7500584.565217392,0.011000000000000001
1994-11-01,7501415.717391305,0.011000000000000001
1994-11-02,7502246.869565218,0.011000000000000001
1994-11-03,7503078.021739131,0.011000000000000001
1994-11-04,7503909.173913044,0.011000000000000001
1994-11-05,7504740.326086956,0.011000000000000001
1994-11-06,7505571.478260869,0.011000000000000001
1994-11-07,7506402.630434782,0.011000000000000001
1994-11-08,7507233.782608695,0.011000000000000001
1994-11-09,7508064.934782608,0.011000000000000001
1994-11-10,7508896.0869565215,0.011000000000000001
1994-11-11,7509727.239130435,0.011000000000000001
1994-11-12,7510558.391304348,0.011000000000000001
1994-11-13,7511389.543478261,0.011000000000000001
1994-11-14,7512220.695652174,0.011000000000000001
1994-11-15,7513051.847826087,0.011000000000000001
1994-11-16,7513883.0,0.011000000000000001
1994-11-17,7514714.152173913,0.011000000000000001
1994-11-18,7515545.304347826,0.011000000000000001
1994-11-19,7516376.456521739,0.011000000000000001
1994-11-20,7517207.608695652,0.011000000000000001
1994-11-21,7518038.760869565,0.011000000000000001
1994-11-22,7518869.9130434785,0.011000000000000001
1994-11-23,7519701.065217392,0.011000000000000001
1994-11-24,7520532.217391305,0.011000000000000001
1994-11-25,7521363.369565218,0.011000000000000001
1994-11-26,7522194.521739131,0.011000000000000001
1994-11-27,7523025.673913044,0.011000000000000001
1994-11-28,7523856.826086956,0.011000000000000001
1994-11-29,7524687.978260869,0.011000000000000001
1994-11-30,7525519.130434782,0.011000000000000001
1994-12-01,7526350.282608695,0.011000000000000001
1994-12-02,7527181.434782608,0.011000000000000001
1994-12-03,7528012.5869565215,0.011000000000000001
1994-12-04,7528843.739130435,0.011000000000000001
1994-12-05,7529674.891304348,0.011000000000000001
1994-12-06,7530506.043478261,0.011000000000000001
1994-12-07,7531337.195652174,0.011000000000000001
1994-12-08,7532168.347826087,0.011000000000000001
1994-12-09,7532999.5,0.011000000000000001
1994-12-10,7533830.652173913,0.011000000000000001
1994-12-11,7534661.804347826,0.011000000000000001
1994-12-12,7535492.956521739,0.011000000000000001
1994-12-13,7536324.108695652,0.011000000000000001
1994-12-14,7537155.260869565,0.011000000000000001
1994-12-15,7537986.4130434785,0.011000000000000001
1994-12-16,7538817.565217392,0.011000000000000001
1994-12-17,7539648.717391305,0.011000000000000001
1994-12-18,7540479.869565218,0.011000000000000001
1994-12-19,7541311.021739131,0.011000000000000001
1994-12-20,7542142.173913044,0.011000000000000001
1994-12-21,7542973.326086956,0.011000000000000001
1994-12-22,7543804.478260869,0.011000000000000001
1994-12-23,7544635.630434782,0.011000000000000001
1994-12-24,7545466.782608695,0.011000000000000001
1994-12-25,7546297.934782608,0.011000000000000001
1994-12-26,7547129.0869565215,0.011000000000000001
1994-12-27,7547960.239130435,0.011000000000000001
1994-12-28,7548791.391304348,0.011000000000000001
1994-12-29,7549622.543478261,0.011000000000000001
1994-12-30,7550453.695652174,0.011000000000000001
1994-12-31,7551284.847826087,0.011000000000000001
1995-01-01,7552116.0,0.011000000000000001
1995-01-02,7552799.577777778,0.009000000000000001
1995-01-03,7553483.155555556,0.009000000000000001
1995-01-04,7554166.733333333,0.009000000000000001
1995-01-05,7554850.311111111,0.009000000000000001
1995-01-06,7555533.888888889,0.009000000000000001
1995-01-07,7556217.466666667,0.009000000000000001
1995-01-08,7556901.044444445,0.009000000000000001
1995-01-09,7557584.622222222,0.009000000000000001
1995-01-10,7558268.2,0.009000000000000001
1995-01-11,7558951.777777778,0.009000000000000001
1995-01-12,7559635.355555556,0.009000000000000001
1995-01-13,7560318.933333334,0.009000000000000001
1995-01-14,7561002.511111111,0.009000000000000001
1995-01-15,7561686.088888889,0.009000000000000001
1995-01-16,7562369.666666667,0.009000000000000001
1995-01-17,7563053.244444445,0.009000000000000001
1995-01-18,7563736.822222223,0.009000000000000001
1995-01-19,7564420.4,0.009000000000000001
1995-01-20,7565103.977777778,0.009000000000000001
1995-01-21,7565787.555555556,0.009000000000000001
1995-01-22,7566471.133333334,0.009000000000000001
1995-01-23,7567154.711111112,0.009000000000000001
1995-01-24,7567838.288888888,0.009000000000000001
1995-01-25,7568521.866666666,0.009000000000000001
1995-01-26,7569205.444444444,0.009000000000000001
1995-01-27,7569889.022222222,0.009000000000000001
1995-01-28,7570572.6,0.009000000000000001
1995-01-29,7571256.177777777,0.009000000000000001
1995-01-30,7571939.755555555,0.009000000000000001
1995-01-31,7572623.333333333,0.009000000000000001
1995-02-01,7573306.911111111,0.009000000000000001
1995-02-02,7573990.488888889,0.009000000000000001
1995-02-03,7574674.066666666,0.009000000000000001
1995-02-04,7575357.644444444,0.009000000000000001
1995-02-05,7576041.222222222,0.009000000000000001
1995-02-06,7576724.8,0.009000000000000001
1995-02-07,7577408.377777778,0.009000000000000001
1995-02-08,7578091.955555555,0.009000000000000001
1995-02-09,7578775.533333333,0.009000000000000001
1995-02-10,7579459.111111111,0.009000000000000001
1995-02-11,7580142.688888889,0.009000000000000001
1995-02-12,7580826.266666667,0.009000000000000001
1995-02-13,7581509.844444444,0.009000000000000001
1995-02-14,7582193.422222222,0.009000000000000001
1995-02-15,7582877.0,0.009000000000000001
1995-02-16,7583560.577777778,0.009000000000000001
1995-02-17,7584244.155555556,0.009000000000000001
1995-02-18,7584927.733333333,0.009000000000000001
1995-02-19,7585611.311111111,0.009000000000000001
1995-02-20,7586294.888888889,0.009000000000000001
1995-02-21,7586978.466666667,0.009000000000000001
1995-02-22,7587662.044444445,0.009000000000000001
1995-02-23,7588345.622222222,0.009000000000000001
1995-02-24,7589029.2,0.009000000000000001
1995-02-25,7589712.777777778,0.009000000000000001
1995-02-26,7590396.355555556,0.009000000000000001
1995-02-27,7591079.933333334,0.009000000000000001
1995-02-28,7591763.511111111,0.009000000000000001
1995-03-01,7592447.088888889,0.009000000000000001
1995-03-02,7593130.666666667,0.009000000000000001
1995-03-03,7593814.244444445,0.009000000000000001
1995-03-04,7594497.822222223,0.009000000000000001
1995-03-05,7595181.4,0.009000000000000001
1995-03-06,7595864.977777778,0.009000000000000001
1995-03-07,7596548.555555556,0.009000000000000001
1995-03-08,7597232.133333334,0.009000000000000001
1995-03-09,7597915.711111112,0.009000000000000001
1995-03-10,7598599.288888888,0.009000000000000001
1995-03-11,7599282.866666666,0.009000000000000001
1995-03-12,7599966.444444444,0.009000000000000001
1995-03-13,7600650.022222222,0.009000000000000001
1995-03-14,7601333.6,0.009000000000000001
1995-03-15,7602017.177777777,0.009000000000000001
1995-03-16,7602700.755555555,0.009000000000000001
1995-03-17,7603384.333333333,0.009000000000000001
1995-03-18,7604067.911111111,0.009000000000000001
1995-03-19,7604751.488888889,0.009000000000000001
1995-03-20,7605435.066666666,0.009000000000000001
1995-03-21,7606118.644444444,0.009000000000000001
1995-03-22,7606802.222222222,0.009000000000000001
1995-03-23,7607485.8,0.009000000000000001
1995-03-24,7608169.377777778,0.009000000000000001
1995-03-25,7608852.955555555,0.009000000000000001
1995-03-26,7609536.533333333,0.009000000000000001
1995-03-27,7610220.111111111,0.009000000000000001
1995-03-28,7610903.688888889,0.009000000000000001
1995-03-29,7611587.266666667,0.009000000000000001
1995-03-30,7612270.844444444,0.009000000000000001
1995-03-31,7612954.422222222,0.009000000000000001
1995-04-01,7613638.0,0.009000000000000001
1995-04-02,7614608.758241759,0.013
1995-04-03,7615579.516483516,0.013
1995-04-04,7616550.274725275,0.013
1995-04-05,7617521.032967033,0.013
1995-04-06,7618491.791208792,0.013
1995-04-07,7619462.549450549,0.013
1995-04-08,7620433.307692308,0.013
1995-04-09,7621404.065934066,0.013
1995-04-10,7622374.824175824,0.013
1995-04-11,7623345.582417582,0.013
1995-04-12,7624316.340659341,0.013
1995-04-13,7625287.098901099,0.013
1995-04-14,7626257.857142857,0.013
1995-04-15,7627228.615384615,0.013
1995-04-16,7628199.373626374,0.013
1995-04-17,7629170.131868131,0.013
1995-04-18,7630140.89010989,0.013
1995-04-19,7631111.648351648,0.013
1995-04-20,7632082.406593407,0.013
1995-04-21,7633053.164835165,0.013
1995-04-22,7634023.923076923,0.013
1995-04-23,7634994.681318682,0.013
1995-04-24,7635965.439560439,0.013
1995-04-25,7636936.197802198,0.013
1995-04-26,7637906.956043956,0.013
1995-04-27,7638877.714285715,0.013
1995-04-28,7639848.472527472,0.013
1995-04-29,7640819.230769231,0.013
1995-04-30,7641789.989010989,0.013
1995-05-01,7642760.747252747,0.013
1995-05-02,7643731.505494505,0.013
1995-05-03,7644702.263736264,0.013
1995-05-04,7645673.021978022,0.013
1995-05-05,7646643.78021978,0.013
1995-05-06,7647614.538461538,0.013
1995-05-07,7648585.296703297,0.013
1995-05-08,7649556.054945055,0.013
1995-05-09,7650526.813186813,0.013
1995-05-10,7651497.571428572,0.013
1995-05-11,7652468.32967033,0.013
1995-05-12,7653439.087912088,0.013
1995-05-13,7654409.846153846,0.013
1995-05-14,7655380.604395605,0.013
1995-05-15,7656351.362637362,0.013
1995-05-16,7657322.120879121,0.013
1995-05-17,7658292.879120879,0.013
1995-05-18,7659263.637362638,0.013
1995-05-19,7660234.395604395,0.013
1995-05-20,7661205.153846154,0.013
1995-05-21,7662175.912087912,0.013
1995-05-22,7663146.67032967,0.013
1995-05-23,7664117.428571428,0.013
1995-05-24,7665088.186813187,0.013
1995-05-25,7666058.945054945,0.013
1995-05-26,7667029.703296703,0.013
1995-05-27,7668000.461538462,0.013
1995-05-28,7668971.21978022,0.013
1995-05-29,7669941.978021978,0.013
1995-05-30,7670912.736263736,0.013
1995-05-31,7671883.494505495,0.013
1995-06-01,7672854.252747253,0.013
1995-06-02,7673825.010989011,0.013
1995-06-03,7674795.769230769,0.013
1995-06-04,7675766.527472528,0.013
1995-06-05,7676737.285714285,0.013
1995-06-06,7677708.043956044,0.013
1995-06-07,7678678.802197802,0.013
1995-06-08,7679649.560439561,0.013
1995-06-09,7680620.318681318,0.013
1995-06-10,7681591.076923077,0.013
1995-06-11,7682561.835164835,0.013
1995-06-12,7683532.593406593,0.013
1995-06-13,7684503.351648352,0.013
1995-06-14,7685474.10989011,0.013
1995-06-15,7686444.868131869,0.013
1995-06-16,7687415.626373626,0.013
1995-06-17,7688386.384615385,0.013
1995-06-18,7689357.142857143,0.013
1995-06-19,7690327.901098901,0.013
1995-06-20,7691298.659340659,0.013
1995-06-21,7692269.417582418,0.013
1995-06-22,7693240.175824176,0.013
1995-06-23,7694210.934065934,0.013
1995-06-24,7695181.692307692,0.013
1995-06-25,7696152.450549451,0.013
1995-06-26,7697123.208791208,0.013
1995-06-27,7698093.967032967,0.013
1995-06-28,7699064.725274725,0.013
1995-06-29,7700035.483516484,0.013
1995-06-30,7701006.241758241,0.013
1995-07-01,7701977.0,0.013
1995-07-02,7703075.869565218,0.013999999999999999
1995-07-03,7704174.739130435,0.013999999999999999
1995-07-04,7705273.608695652,0.013999999999999999
1995-07-05,7706372.478260869,0.013999999999999999
1995-07-06,7707471.347826087,0.013999999999999999
1995-07-07,7708570.217391305,0.013999999999999999
1995-07-08,7709669.0869565215,0.013999999999999999
1995-07-09,7710767.956521739,0.013999999999999999
1995-07-10,7711866.826086956,0.013999999999999999
1995-07-11,7712965.695652174,0.013999999999999999
1995-07-12,7714064.565217392,0.013999999999999999
1995-07-13,7715163.434782608,0.013999999999999999
1995-07-14,7716262.304347826,0.013999999999999999
1995-07-15,7717361.173913044,0.013999999999999999
1995-07-16,7718460.043478261,0.013999999999999999
1995-07-17,7719558.9130434785,0.013999999999999999
1995-07-18,7720657.782608695,0.013999999999999999
1995-07-19,7721756.652173913,0.013999999999999999
1995-07-20,7722855.521739131,0.013999999999999999
1995-07-21,7723954.391304348,0.013999999999999999
1995-07-22,7725053.260869565,0.013999999999999999
1995-07-23,7726152.130434782,0.013999999999999999
1995-07-24,7727251.0,0.013999999999999999
1995-07-25,7728349.869565218,0.013999999999999999
1995-07-26,7729448.739130435,0.013999999999999999
1995-07-27,7730547.608695652,0.013999999999999999
1995-07-28,7731646.478260869,0.013999999999999999
1995-07-29,7732745.347826087,0.013999999999999999
1995-07-30,7733844.217391305,0.013999999999999999
1995-07-31,7734943.0869565215,0.013999999999999999
1995-08-01,7736041.956521739,0.013999999999999999
1995-08-02,7737140.826086956,0.013999999999999999
1995-08-03,7738239.695652174,0.013999999999999999
1995-08-04,7739338.565217392,0.013999999999999999
1995-08-05,7740437.434782608,0.013999999999999999
1995-08-06,7741536.304347826,0.013999999999999999
1995-08-07,7742635.173913044,0.013999999999999999
1995-08-08,7743734.043478261,0.013999999999999999
1995-08-09,7744832.9130434785,0.013999999999999999
1995-08-10,7745931.782608695,0.013999999999999999
