,TPM_value,TPM_var,TDES_value,TDES_var,IPC_value,IPC_var,PIB_value,PIB_var,BC_value,BC_var
2020-07-23,0.09,0.0,8.92258064516129,-0.647,259082.06451612903,0.013999999999999999,21947725.108695652,0.017,-61420.903225806454,0.145
2020-07-24,0.09,0.0,8.864516129032259,-0.651,259118.61290322582,0.013999999999999999,21951553.75,0.017,-61509.58064516129,0.14400000000000002
2020-07-25,0.09,0.0,8.806451612903226,-0.655,259155.16129032258,0.013999999999999999,21955382.391304348,0.017,-61598.25806451613,0.14400000000000002
2020-07-26,0.09,0.0,8.748387096774193,-0.659,259191.70967741936,0.013999999999999999,21959211.032608695,0.017,-61686.93548387097,0.14400000000000002
2020-07-27,0.1,11.111,8.690322580645162,-0.664,259228.25806451612,0.013999999999999999,21963039.673913043,0.017,-61775.6129032258,0.14400000000000002
2020-07-28,0.1,0.0,8.63225806451613,-0.668,259264.8064516129,0.013999999999999999,21966868.31521739,0.017,-61864.290322580644,0.14400000000000002
2020-07-29,0.1,0.0,8.574193548387097,-0.673,259301.35483870967,0.013999999999999999,21970696.95652174,0.017,-61952.967741935485,0.14300000000000002
2020-07-30,0.1,0.0,8.516129032258064,-0.677,259337.90322580645,0.013999999999999999,21974525.597826086,0.017,-62041.645161290326,0.14300000000000002
2020-07-31,0.1,0.0,8.458064516129033,-0.6819999999999999,259374.4516129032,0.013999999999999999,21978354.239130434,0.017,-62130.32258064516,0.14300000000000002
2020-08-01,0.1,0.0,8.4,-0.6859999999999999,259411.0,0.013999999999999999,21982182.88043478,0.017,-62219.0,0.14300000000000002
2020-08-02,0.1,0.0,8.383870967741936,-0.192,259430.93548387097,0.008,21986011.52173913,0.017,-62088.77419354839,-0.209
2020-08-03,0.1,0.0,8.36774193548387,-0.192,259450.87096774194,0.008,21989840.163043477,0.017,-61958.54838709677,-0.21
2020-08-04,0.1,0.0,8.351612903225806,-0.193,259470.8064516129,0.008,21993668.804347824,0.017,-61828.32258064516,-0.21
2020-08-05,0.1,0.0,8.335483870967742,-0.193,259490.74193548388,0.008,21997497.445652176,0.017,-61698.096774193546,-0.211
2020-08-06,0.1,0.0,8.319354838709678,-0.193,259510.67741935485,0.008,22001326.086956523,0.017,-61567.87096774193,-0.211
2020-08-07,0.1,0.0,8.303225806451612,-0.194,259530.61290322582,0.008,22005154.72826087,0.017,-61437.645161290326,-0.212
2020-08-08,0.1,0.0,8.287096774193548,-0.194,259550.5483870968,0.008,22008983.36956522,0.017,-61307.41935483871,-0.212
2020-08-09,0.1,0.0,8.270967741935484,-0.19499999999999998,259570.48387096773,0.008,22012812.010869566,0.017,-61177.1935483871,-0.212
2020-08-10,0.1,0.0,8.25483870967742,-0.19499999999999998,259590.4193548387,0.008,22016640.652173914,0.017,-61046.967741935485,-0.213
2020-08-11,0.1,0.0,8.238709677419354,-0.19499999999999998,259610.35483870967,0.008,22020469.29347826,0.017,-60916.74193548387,-0.213
2020-08-12,0.1,0.0,8.22258064516129,-0.196,259630.29032258064,0.008,22024297.93478261,0.017,-60786.51612903226,-0.214
2020-08-13,0.1,0.0,8.206451612903226,-0.196,259650.2258064516,0.008,22028126.576086957,0.017,-60656.290322580644,-0.214
2020-08-14,0.1,0.0,8.190322580645162,-0.197,259670.16129032258,0.008,22031955.217391305,0.017,-60526.06451612903,-0.215
2020-08-15,0.1,0.0,8.174193548387096,-0.197,259690.09677419355,0.008,22035783.858695652,0.017,-60395.83870967742,-0.215
2020-08-16,0.1,0.0,8.158064516129032,-0.197,259710.03225806452,0.008,22039612.5,0.017,-60265.6129032258,-0.216
2020-08-17,0.1,0.0,8.141935483870968,-0.198,259729.96774193548,0.008,22043441.141304348,0.017,-60135.3870967742,-0.216
2020-08-18,0.09,-10.0,8.125806451612904,-0.198,259749.90322580645,0.008,22047269.782608695,0.017,-60005.16129032258,-0.217
2020-08-19,0.09,0.0,8.109677419354838,-0.198,259769.83870967742,0.008,22051098.423913043,0.017,-59874.93548387097,-0.217
2020-08-20,0.09,0.0,8.093548387096774,-0.199,259789.7741935484,0.008,22054927.06521739,0.017,-59744.709677419356,-0.217
2020-08-21,0.09,0.0,8.07741935483871,-0.199,259809.70967741936,0.008,22058755.70652174,0.017,-59614.48387096774,-0.218
2020-08-22,0.09,0.0,8.061290322580646,-0.2,259829.64516129033,0.008,22062584.347826086,0.017,-59484.25806451613,-0.218
2020-08-23,0.09,0.0,8.04516129032258,-0.2,259849.5806451613,0.008,22066412.989130434,0.017,-59354.032258064515,-0.219
2020-08-24,0.09,0.0,8.029032258064516,-0.2,259869.51612903227,0.008,22070241.63043478,0.017,-59223.8064516129,-0.219
2020-08-25,0.09,0.0,8.012903225806452,-0.201,259889.4516129032,0.008,22074070.27173913,0.017,-59093.58064516129,-0.22
2020-08-26,0.09,0.0,7.996774193548387,-0.201,259909.38709677418,0.008,22077898.913043477,0.017,-58963.354838709674,-0.22
2020-08-27,0.08,-11.111,7.980645161290323,-0.202,259929.32258064515,0.008,22081727.554347824,0.017,-58833.12903225807,-0.22100000000000003
2020-08-28,0.09,12.5,7.964516129032258,-0.202,259949.25806451612,0.008,22085556.195652176,0.017,-58702.903225806454,-0.22100000000000003
2020-08-29,0.09,0.0,7.948387096774194,-0.203,259969.1935483871,0.008,22089384.836956523,0.017,-58572.67741935484,-0.22200000000000003
2020-08-30,0.09,0.0,7.932258064516129,-0.203,259989.12903225806,0.008,22093213.47826087,0.017,-58442.45161290323,-0.22200000000000003
2020-08-31,0.09,0.0,7.916129032258064,-0.203,260009.06451612903,0.008,22097042.11956522,0.017,-58312.22580645161,-0.22300000000000003
2020-09-01,0.09,0.0,7.9,-0.20400000000000001,260029.0,0.008,22100870.760869566,0.017,-58182.0,-0.22300000000000003
2020-09-02,0.09,0.0,7.866666666666667,-0.422,260037.56666666668,0.003,22104699.402173914,0.017,-58292.23333333333,0.189
2020-09-03,0.09,0.0,7.833333333333334,-0.424,260046.13333333333,0.003,22108528.04347826,0.017,-58402.46666666667,0.189
2020-09-04,0.09,0.0,7.800000000000001,-0.426,260054.7,0.003,22112356.68478261,0.017,-58512.7,0.189
2020-09-05,0.09,0.0,7.766666666666667,-0.42700000000000005,260063.26666666666,0.003,22116185.326086957,0.017,-58622.933333333334,0.188
2020-09-06,0.09,0.0,7.733333333333333,-0.42900000000000005,260071.83333333334,0.003,22120013.967391305,0.017,-58733.166666666664,0.188
2020-09-07,0.09,0.0,7.7,-0.43099999999999994,260080.4,0.003,22123842.608695652,0.017,-58843.4,0.188
2020-09-08,0.09,0.0,7.666666666666667,-0.43299999999999994,260088.96666666667,0.003,22127671.25,0.017,-58953.63333333333,0.187
2020-09-09,0.09,0.0,7.633333333333334,-0.43499999999999994,260097.53333333333,0.003,22131499.891304348,0.017,-59063.86666666667,0.187
2020-09-10,0.09,0.0,7.6000000000000005,-0.437,260106.1,0.003,22135328.532608695,0.017,-59174.1,0.187
2020-09-11,0.09,0.0,7.566666666666667,-0.439,260114.66666666666,0.003,22139157.173913043,0.017,-59284.333333333336,0.186
2020-09-12,0.09,0.0,7.533333333333334,-0.441,260123.23333333334,0.003,22142985.81521739,0.017,-59394.566666666666,0.186
2020-09-13,0.09,0.0,7.5,-0.44200000000000006,260131.8,0.003,22146814.45652174,0.017,-59504.8,0.186
2020-09-14,0.09,0.0,7.466666666666667,-0.44400000000000006,260140.36666666667,0.003,22150643.097826086,0.017,-59615.03333333333,0.185
2020-09-15,0.09,0.0,7.433333333333334,-0.44600000000000006,260148.93333333332,0.003,22154471.739130434,0.017,-59725.26666666667,0.185
2020-09-16,0.09,0.0,7.4,-0.44799999999999995,260157.5,0.003,22158300.38043478,0.017,-59835.5,0.185
2020-09-17,0.09,0.0,7.366666666666667,-0.44999999999999996,260166.06666666668,0.003,22162129.02173913,0.017,-59945.73333333333,0.184
2020-09-18,0.09,0.0,7.333333333333334,-0.45199999999999996,260174.63333333333,0.003,22165957.663043477,0.017,-60055.96666666667,0.184
2020-09-19,0.09,0.0,7.300000000000001,-0.455,260183.2,0.003,22169786.304347824,0.017,-60166.2,0.184
2020-09-20,0.09,0.0,7.2666666666666675,-0.457,260191.76666666666,0.003,22173614.945652176,0.017,-60276.433333333334,0.183
2020-09-21,0.09,0.0,7.233333333333333,-0.459,260200.33333333334,0.003,22177443.586956523,0.017,-60386.666666666664,0.183
2020-09-22,0.09,0.0,7.2,-0.461,260208.9,0.003,22181272.22826087,0.017,-60496.9,0.183
2020-09-23,0.09,0.0,7.166666666666667,-0.46299999999999997,260217.46666666667,0.003,22185100.86956522,0.017,-60607.13333333333,0.182
2020-09-24,0.09,0.0,7.133333333333334,-0.46499999999999997,260226.03333333333,0.003,22188929.510869566,0.017,-60717.36666666667,0.182
2020-09-25,0.09,0.0,7.1000000000000005,-0.46699999999999997,260234.6,0.003,22192758.152173914,0.017,-60827.6,0.182
2020-09-26,0.09,0.0,7.066666666666667,-0.469,260243.16666666666,0.003,22196586.79347826,0.017,-60937.833333333336,0.181
2020-09-27,0.09,0.0,7.033333333333333,-0.47200000000000003,260251.73333333334,0.003,22200415.43478261,0.017,-61048.066666666666,0.181
2020-09-28,0.09,0.0,7.0,-0.47400000000000003,260260.3,0.003,22204244.076086957,0.017,-61158.3,0.181
2020-09-29,0.09,0.0,6.966666666666667,-0.47600000000000003,260268.86666666667,0.003,22208072.717391305,0.017,-61268.53333333333,0.18
2020-09-30,0.09,0.0,6.933333333333334,-0.47800000000000004,260277.43333333332,0.003,22211901.358695652,0.017,-61378.76666666667,0.18
2020-10-01,0.09,0.0,6.9,-0.481,260286.0,0.003,22215730.0,0.017,-61489.0,0.18
2020-10-02,0.09,0.0,6.893548387096774,-0.094,260303.0,0.006999999999999999,22222414.239130434,0.03,-61583.354838709674,0.153
2020-10-03,0.09,0.0,6.887096774193549,-0.094,260320.0,0.006999999999999999,22229098.47826087,0.03,-61677.709677419356,0.153
2020-10-04,0.09,0.0,6.880645161290323,-0.094,260337.0,0.006999999999999999,22235782.717391305,0.03,-61772.06451612903,0.153
2020-10-05,0.09,0.0,6.8741935483870975,-0.094,260354.0,0.006999999999999999,22242466.95652174,0.03,-61866.41935483871,0.153
2020-10-06,0.09,0.0,6.867741935483871,-0.094,260371.0,0.006999999999999999,22249151.195652176,0.03,-61960.77419354839,0.153
2020-10-07,0.09,0.0,6.861290322580645,-0.094,260388.0,0.006999999999999999,22255835.43478261,0.03,-62055.12903225807,0.152
2020-10-08,0.09,0.0,6.85483870967742,-0.094,260405.0,0.006999999999999999,22262519.673913043,0.03,-62149.48387096774,0.152
2020-10-09,0.09,0.0,6.848387096774194,-0.094,260422.0,0.006999999999999999,22269203.913043477,0.03,-62243.83870967742,0.152
2020-10-10,0.09,0.0,6.841935483870968,-0.094,260439.0,0.006999999999999999,22275888.152173914,0.03,-62338.1935483871,0.152
2020-10-11,0.09,0.0,6.835483870967742,-0.094,260456.0,0.006999999999999999,22282572.391304348,0.03,-62432.54838709677,0.151
2020-10-12,0.09,0.0,6.829032258064516,-0.094,260473.0,0.006999999999999999,22289256.63043478,0.03,-62526.903225806454,0.151
2020-10-13,0.09,0.0,6.822580645161291,-0.094,260490.0,0.006999999999999999,22295940.86956522,0.03,-62621.25806451613,0.151
2020-10-14,0.09,0.0,6.816129032258065,-0.095,260507.0,0.006999999999999999,22302625.108695652,0.03,-62715.6129032258,0.151
2020-10-15,0.09,0.0,6.809677419354839,-0.095,260524.0,0.006999999999999999,22309309.347826086,0.03,-62809.967741935485,0.15
2020-10-16,0.09,0.0,6.803225806451613,-0.095,260541.0,0.006999999999999999,22315993.586956523,0.03,-62904.32258064516,0.15
2020-10-17,0.09,0.0,6.796774193548387,-0.095,260558.0,0.006999999999999999,22322677.826086957,0.03,-62998.67741935484,0.15
2020-10-18,0.09,0.0,6.790322580645162,-0.095,260575.0,0.006999999999999999,22329362.06521739,0.03,-63093.032258064515,0.15
2020-10-19,0.09,0.0,6.783870967741936,-0.095,260592.0,0.006999999999999999,22336046.304347824,0.03,-63187.3870967742,0.15
2020-10-20,0.09,0.0,6.77741935483871,-0.095,260609.0,0.006999999999999999,22342730.54347826,0.03,-63281.74193548387,0.149
2020-10-21,0.09,0.0,6.770967741935484,-0.095,260626.0,0.006999999999999999,22349414.782608695,0.03,-63376.096774193546,0.149
2020-10-22,0.09,0.0,6.764516129032258,-0.095,260643.0,0.006999999999999999,22356099.02173913,0.03,-63470.45161290323,0.149
2020-10-23,0.09,0.0,6.758064516129032,-0.095,260660.0,0.006999999999999999,22362783.260869566,0.03,-63564.8064516129,0.149
2020-10-24,0.09,0.0,6.751612903225807,-0.095,260677.0,0.006999999999999999,22369467.5,0.03,-63659.16129032258,0.148
2020-10-25,0.09,0.0,6.745161290322581,-0.096,260694.0,0.006999999999999999,22376151.739130434,0.03,-63753.51612903226,0.148
2020-10-26,0.09,0.0,6.738709677419355,-0.096,260711.0,0.006999999999999999,22382835.97826087,0.03,-63847.87096774194,0.148
2020-10-27,0.09,0.0,6.732258064516129,-0.096,260728.0,0.006999999999999999,22389520.217391305,0.03,-63942.22580645161,0.148
2020-10-28,0.09,0.0,6.725806451612903,-0.096,260745.0,0.006999999999999999,22396204.45652174,0.03,-64036.58064516129,0.148
2020-10-29,0.09,0.0,6.719354838709678,-0.096,260762.0,0.006999999999999999,22402888.695652176,0.03,-64130.93548387097,0.147
2020-10-30,0.09,0.0,6.712903225806452,-0.096,260779.0,0.006999999999999999,22409572.93478261,0.03,-64225.290322580644,0.147
2020-10-31,0.09,0.0,6.706451612903226,-0.096,260796.0,0.006999999999999999,22416257.173913043,0.03,-64319.645161290326,0.147
2020-11-01,0.09,0.0,6.7,-0.096,260813.0,0.006999999999999999,22422941.413043477,0.03,-64414.0,0.147
2020-11-02,0.09,0.0,6.7,0.0,260853.73333333334,0.016,22429625.652173914,0.03,-64326.066666666666,-0.13699999999999998
2020-11-03,0.09,0.0,6.7,0.0,260894.46666666667,0.016,22436309.891304348,0.03,-64238.13333333333,-0.13699999999999998
2020-11-04,0.09,0.0,6.7,0.0,260935.2,0.016,22442994.13043478,0.03,-64150.2,-0.13699999999999998
2020-11-05,0.09,0.0,6.7,0.0,260975.93333333335,0.016,22449678.36956522,0.03,-64062.26666666667,-0.13699999999999998
2020-11-06,0.09,0.0,6.7,0.0,261016.6666666667,0.016,22456362.608695652,0.03,-63974.333333333336,-0.13699999999999998
2020-11-07,0.09,0.0,6.7,0.0,261057.4,0.016,22463046.847826086,0.03,-63886.4,-0.13699999999999998
2020-11-08,0.09,0.0,6.7,0.0,261098.13333333333,0.016,22469731.086956523,0.03,-63798.46666666667,-0.13799999999999998
2020-11-09,0.09,0.0,6.7,0.0,261138.86666666667,0.016,22476415.326086957,0.03,-63710.53333333333,-0.13799999999999998
2020-11-10,0.09,0.0,6.7,0.0,261179.6,0.016,22483099.56521739,0.03,-63622.6,-0.13799999999999998
2020-11-11,0.09,0.0,6.7,0.0,261220.33333333334,0.016,22489783.804347824,0.03,-63534.666666666664,-0.13799999999999998
2020-11-12,0.09,0.0,6.7,0.0,261261.06666666668,0.016,22496468.04347826,0.03,-63446.73333333333,-0.13799999999999998
2020-11-13,0.09,0.0,6.7,0.0,261301.80000000002,0.016,22503152.282608695,0.03,-63358.8,-0.13899999999999998
2020-11-14,0.09,0.0,6.7,0.0,261342.53333333335,0.016,22509836.52173913,0.03,-63270.86666666667,-0.13899999999999998
2020-11-15,0.09,0.0,6.7,0.0,261383.2666666667,0.016,22516520.760869566,0.03,-63182.933333333334,-0.13899999999999998
2020-11-16,0.09,0.0,6.7,0.0,261424.0,0.016,22523205.0,0.03,-63095.0,-0.13899999999999998
2020-11-17,0.09,0.0,6.7,0.0,261464.73333333334,0.016,22529889.239130434,0.03,-63007.066666666666,-0.13899999999999998
2020-11-18,0.09,0.0,6.7,0.0,261505.46666666667,0.016,22536573.47826087,0.03,-62919.13333333333,-0.13999999999999999
2020-11-19,0.08,-11.111,6.7,0.0,261546.2,0.016,22543257.717391305,0.03,-62831.2,-0.13999999999999999
2020-11-20,0.08,0.0,6.7,0.0,261586.93333333335,0.016,22549941.95652174,0.03,-62743.26666666667,-0.13999999999999999
2020-11-21,0.08,0.0,6.7,0.0,261627.6666666667,0.016,22556626.195652176,0.03,-62655.333333333336,-0.13999999999999999
2020-11-22,0.08,0.0,6.7,0.0,261668.40000000002,0.016,22563310.43478261,0.03,-62567.4,-0.13999999999999999
2020-11-23,0.08,0.0,6.7,0.0,261709.13333333336,0.016,22569994.673913043,0.03,-62479.46666666667,-0.14100000000000001
2020-11-24,0.08,0.0,6.7,0.0,261749.8666666667,0.016,22576678.913043477,0.03,-62391.53333333333,-0.14100000000000001
2020-11-25,0.08,0.0,6.7,0.0,261790.60000000003,0.016,22583363.152173914,0.03,-62303.6,-0.14100000000000001
2020-11-26,0.08,0.0,6.7,0.0,261831.33333333334,0.016,22590047.391304348,0.03,-62215.666666666664,-0.14100000000000001
2020-11-27,0.08,0.0,6.7,0.0,261872.06666666668,0.016,22596731.63043478,0.03,-62127.73333333333,-0.14100000000000001
2020-11-28,0.08,0.0,6.7,0.0,261912.80000000002,0.016,22603415.86956522,0.03,-62039.8,-0.14200000000000002
2020-11-29,0.08,0.0,6.7,0.0,261953.53333333335,0.016,22610100.108695652,0.03,-61951.86666666667,-0.14200000000000002
2020-11-30,0.09,12.5,6.7,0.0,261994.2666666667,0.016,22616784.347826086,0.03,-61863.933333333334,-0.14200000000000002
2020-12-01,0.09,0.0,6.7,0.0,262035.00000000003,0.016,22623468.586956523,0.03,-61776.0,-0.14200000000000002
2020-12-02,0.09,0.0,6.687096774193549,-0.193,262054.83870967745,0.008,22630152.826086957,0.03,-61793.903225806454,0.029
2020-12-03,0.09,0.0,6.674193548387097,-0.193,262074.67741935488,0.008,22636837.06521739,0.03,-61811.8064516129,0.029
2020-12-04,0.09,0.0,6.661290322580645,-0.193,262094.51612903227,0.008,22643521.304347824,0.03,-61829.709677419356,0.029
2020-12-05,0.09,0.0,6.648387096774194,-0.194,262114.3548387097,0.008,22650205.54347826,0.03,-61847.6129032258,0.029
2020-12-06,0.09,0.0,6.635483870967742,-0.194,262134.19354838712,0.008,22656889.782608695,0.03,-61865.51612903226,0.029
2020-12-07,0.09,0.0,6.622580645161291,-0.194,262154.03225806454,0.008,22663574.02173913,0.03,-61883.41935483871,0.029
2020-12-08,0.09,0.0,6.609677419354838,-0.19499999999999998,262173.87096774194,0.008,22670258.260869566,0.029,-61901.32258064516,0.029
2020-12-09,0.09,0.0,6.596774193548387,-0.19499999999999998,262193.7096774194,0.008,22676942.5,0.029,-61919.22580645161,0.029
2020-12-10,0.09,0.0,6.583870967741936,-0.196,262213.5483870968,0.008,22683626.739130434,0.029,-61937.12903225807,0.029
2020-12-11,0.09,0.0,6.570967741935484,-0.196,262233.38709677424,0.008,22690310.97826087,0.029,-61955.032258064515,0.029
2020-12-12,0.09,0.0,6.558064516129033,-0.196,262253.22580645164,0.008,22696995.217391305,0.029,-61972.93548387097,0.029
2020-12-13,0.09,0.0,6.54516129032258,-0.197,262273.06451612903,0.008,22703679.45652174,0.029,-61990.83870967742,0.029
2020-12-14,0.09,0.0,6.532258064516129,-0.197,262292.9032258065,0.008,22710363.695652176,0.029,-62008.74193548387,0.029
2020-12-15,0.09,0.0,6.519354838709678,-0.198,262312.7419354839,0.008,22717047.93478261,0.029,-62026.645161290326,0.029
2020-12-16,0.09,0.0,6.506451612903226,-0.198,262332.58064516133,0.008,22723732.173913043,0.029,-62044.54838709677,0.029
2020-12-17,0.09,0.0,6.493548387096774,-0.198,262352.4193548387,0.008,22730416.413043477,0.029,-62062.45161290323,0.029
2020-12-18,0.09,0.0,6.480645161290322,-0.199,262372.2580645161,0.008,22737100.652173914,0.029,-62080.354838709674,0.029
2020-12-19,0.09,0.0,6.467741935483871,-0.199,262392.0967741936,0.008,22743784.891304348,0.029,-62098.25806451613,0.029
2020-12-20,0.09,0.0,6.45483870967742,-0.2,262411.93548387097,0.008,22750469.13043478,0.029,-62116.16129032258,0.029
2020-12-21,0.09,0.0,6.441935483870967,-0.2,262431.7741935484,0.008,22757153.36956522,0.029,-62134.06451612903,0.029
2020-12-22,0.09,0.0,6.429032258064516,-0.2,262451.6129032258,0.008,22763837.608695652,0.029,-62151.967741935485,0.029
2020-12-23,0.09,0.0,6.416129032258064,-0.201,262471.4516129032,0.008,22770521.847826086,0.029,-62169.87096774193,0.029
2020-12-24,0.09,0.0,6.403225806451613,-0.201,262491.29032258067,0.008,22777206.086956523,0.029,-62187.77419354839,0.029
2020-12-25,0.09,0.0,6.390322580645162,-0.202,262511.12903225806,0.008,22783890.326086957,0.029,-62205.67741935484,0.029
2020-12-26,0.09,0.0,6.377419354838709,-0.202,262530.9677419355,0.008,22790574.56521739,0.029,-62223.58064516129,0.029
2020-12-27,0.09,0.0,6.364516129032258,-0.202,262550.8064516129,0.008,22797258.804347828,0.029,-62241.48387096774,0.029
2020-12-28,0.09,0.0,6.351612903225806,-0.203,262570.6451612903,0.008,22803943.04347826,0.029,-62259.3870967742,0.029
2020-12-29,0.09,0.0,6.338709677419355,-0.203,262590.48387096776,0.008,22810627.282608695,0.029,-62277.290322580644,0.029
2020-12-30,0.09,0.0,6.325806451612903,-0.20400000000000001,262610.32258064515,0.008,22817311.52173913,0.029,-62295.1935483871,0.029
2020-12-31,0.09,0.0,6.312903225806451,-0.20400000000000001,262630.1612903226,0.008,22823995.760869566,0.029,-62313.096774193546,0.029
