,VTI_value,VTI_6_days_ago,pct_change_6d,TPM_value,TPM_var,TDES_value,TDES_var,IPC_value,IPC_var,PIB_value,PIB_var,BC_value,BC_var
2022-11-08,,,,3.83,0.0,3.5766666666666667,-0.093,298689.4666666667,0.004,26750347.347826086,0.015,-65583.86666666667,0.386
2022-11-09,,,,3.83,0.0,3.5733333333333333,-0.093,298702.5333333333,0.004,26754461.804347824,0.015,-65836.13333333333,0.385
2022-11-10,198.14,,,3.83,0.0,3.5700000000000003,-0.093,298715.6,0.004,26758576.260869566,0.015,-66088.4,0.383
2022-11-11,200.16,,,3.83,0.0,3.566666666666667,-0.093,298728.6666666667,0.004,26762690.717391305,0.015,-66340.66666666667,0.382
2022-11-12,,,,3.83,0.0,3.5633333333333335,-0.093,298741.73333333334,0.004,26766805.173913043,0.015,-66592.93333333333,0.38
2022-11-13,,,,3.83,0.0,3.56,-0.094,298754.8,0.004,26770919.63043478,0.015,-66845.2,0.379
2022-11-14,198.35,,,3.83,0.0,3.5566666666666666,-0.094,298767.86666666664,0.004,26775034.086956523,0.015,-67097.46666666666,0.377
2022-11-15,200.36,,,3.83,0.0,3.5533333333333332,-0.094,298780.93333333335,0.004,26779148.54347826,0.015,-67349.73333333334,0.376
2022-11-16,198.32,,,3.83,0.0,3.55,-0.094,298794.0,0.004,26783263.0,0.015,-67602.0,0.375
2022-11-17,197.49,,,3.83,0.0,3.546666666666667,-0.094,298807.06666666665,0.004,26787377.45652174,0.015,-67854.26666666666,0.373
2022-11-18,198.42,198.14,,3.83,0.0,3.5433333333333334,-0.094,298820.13333333336,0.004,26791491.913043477,0.015,-68106.53333333334,0.372
2022-11-19,,,,3.83,0.0,3.54,-0.094,298833.2,0.004,26795606.36956522,0.015,-68358.8,0.37
2022-11-20,,,,3.83,0.0,3.5366666666666666,-0.094,298846.26666666666,0.004,26799720.826086957,0.015,-68611.06666666667,0.369
2022-11-21,197.58,200.16,,3.83,0.0,3.533333333333333,-0.094,298859.3333333333,0.004,26803835.282608695,0.015,-68863.33333333333,0.368
2022-11-22,200.17,198.35,,3.83,0.0,3.5300000000000002,-0.094,298872.4,0.004,26807949.739130434,0.015,-69115.6,0.366
2022-11-23,201.39,200.36,,3.83,0.0,3.526666666666667,-0.094,298885.4666666667,0.004,26812064.195652176,0.015,-69367.86666666667,0.365
2022-11-24,,,,3.83,0.0,3.5233333333333334,-0.095,298898.5333333333,0.004,26816178.652173914,0.015,-69620.13333333333,0.364
2022-11-25,201.54,198.32,,3.83,0.0,3.52,-0.095,298911.6,0.004,26820293.108695652,0.015,-69872.4,0.362
2022-11-26,,,,3.83,0.0,3.5166666666666666,-0.095,298924.6666666667,0.004,26824407.56521739,0.015,-70124.66666666667,0.361
2022-11-27,,,,3.83,0.0,3.513333333333333,-0.095,298937.73333333334,0.004,26828522.02173913,0.015,-70376.93333333333,0.36
2022-11-28,198.27,197.49,,3.83,0.0,3.51,-0.095,298950.8,0.004,26832636.47826087,0.015,-70629.2,0.358
2022-11-29,197.96,198.42,0.141314222267086,3.83,0.0,3.506666666666667,-0.095,298963.86666666664,0.004,26836750.93478261,0.015,-70881.46666666667,0.357
2022-11-30,204.06,197.58,-1.28896882494004,3.83,0.0,3.5033333333333334,-0.095,298976.93333333335,0.004,26840865.391304348,0.015,-71133.73333333334,0.356
2022-12-01,204.18,200.17,0.9175699521048575,3.83,0.0,3.5,-0.095,298990.0,0.004,26844979.847826086,0.015,-71386.0,0.35500000000000004
2022-12-02,203.99,201.39,0.5140746656018935,3.83,0.0,3.496774193548387,-0.092,299039.87096774194,0.017,26849094.304347824,0.015,-71366.32258064517,-0.027999999999999997
2022-12-03,,,,3.83,0.0,3.4935483870967743,-0.092,299089.7419354839,0.017,26853208.760869566,0.015,-71346.64516129032,-0.027999999999999997
2022-12-04,,,,3.83,0.0,3.490322580645161,-0.092,299139.6129032258,0.017,26857323.217391305,0.015,-71326.96774193548,-0.027999999999999997
2022-12-05,199.98,201.54,1.6236385639370798,3.83,0.0,3.4870967741935486,-0.092,299189.48387096776,0.017,26861437.673913043,0.015,-71307.29032258065,-0.027999999999999997
2022-12-06,196.98,198.27,0.3949567066686921,3.83,0.0,3.4838709677419355,-0.093,299239.3548387097,0.017,26865552.13043478,0.015,-71287.6129032258,-0.027999999999999997
2022-12-07,196.66,197.96,-0.2318314686019507,3.83,0.0,3.4806451612903224,-0.093,299289.22580645164,0.017,26869666.586956523,0.015,-71267.93548387097,-0.027999999999999997
2022-12-08,198.36,204.06,3.2796841785605713,3.83,0.0,3.47741935483871,-0.093,299339.0967741936,0.017,26873781.04347826,0.015,-71248.25806451614,-0.027999999999999997
2022-12-09,196.7,204.18,2.0032971973822367,3.83,0.0,3.4741935483870967,-0.093,299388.96774193546,0.017,26877895.5,0.015,-71228.58064516129,-0.027999999999999997
2022-12-10,,,,3.83,0.0,3.4709677419354836,-0.093,299438.8387096774,0.017,26882009.95652174,0.015,-71208.90322580645,-0.027999999999999997
2022-12-11,,,,3.83,0.0,3.467741935483871,-0.093,299488.70967741933,0.017,26886124.413043477,0.015,-71189.2258064516,-0.027999999999999997
2022-12-12,199.53,203.99,1.2910273598490507,3.83,0.0,3.464516129032258,-0.093,299538.5806451613,0.017,26890238.86956522,0.015,-71169.54838709677,-0.027999999999999997
2022-12-13,201.02,199.98,-0.7740398928252512,3.83,0.0,3.4612903225806453,-0.093,299588.4516129032,0.017,26894353.326086957,0.015,-71149.87096774194,-0.027999999999999997
2022-12-14,199.9,196.98,-0.6506279316084274,3.83,0.0,3.458064516129032,-0.093,299638.32258064515,0.017,26898467.782608695,0.015,-71130.19354838709,-0.027999999999999997
2022-12-15,194.92,196.66,-0.656698322893523,4.33,13.055,3.454838709677419,-0.093,299688.1935483871,0.017,26902582.239130434,0.015,-71110.51612903226,-0.027999999999999997
2022-12-16,192.69,198.36,-2.7932960893854664,4.33,0.0,3.4516129032258065,-0.093,299738.06451612903,0.017,26906696.695652176,0.015,-71090.83870967742,-0.027999999999999997
2022-12-17,,,,4.33,0.0,3.4483870967741934,-0.093,299787.93548387097,0.017,26910811.152173914,0.015,-71071.16129032258,-0.027999999999999997
2022-12-18,,,,4.33,0.0,3.445161290322581,-0.094,299837.8064516129,0.017,26914925.608695652,0.015,-71051.48387096774,-0.027999999999999997
2022-12-19,190.75,196.7,-3.663434224703699,4.33,0.0,3.4419354838709677,-0.094,299887.67741935485,0.017,26919040.06521739,0.015,-71031.80645161291,-0.027999999999999997
2022-12-20,191.15,199.53,-2.186381685376737,4.33,0.0,3.4387096774193546,-0.094,299937.5483870968,0.017,26923154.52173913,0.015,-71012.12903225806,-0.027999999999999997
2022-12-21,194.04,201.02,0.5200520052005331,4.33,0.0,3.435483870967742,-0.094,299987.4193548387,0.017,26927268.97826087,0.015,-70992.45161290323,-0.027999999999999997
2022-12-22,190.37,199.9,1.4823839983754805,4.33,0.0,3.432258064516129,-0.094,300037.29032258067,0.017,26931383.43478261,0.015,-70972.7741935484,-0.027999999999999997
2022-12-23,191.42,194.92,-0.8847757551103452,4.33,0.0,3.429032258064516,-0.094,300087.1612903226,0.017,26935497.891304348,0.015,-70953.09677419355,-0.027999999999999997
2022-12-24,,,,4.33,0.0,3.425806451612903,-0.094,300137.03225806454,0.017,26939612.347826086,0.015,-70933.41935483871,-0.027999999999999997
2022-12-25,,,,4.33,0.0,3.42258064516129,-0.094,300186.9032258064,0.017,26943726.804347824,0.015,-70913.74193548386,-0.027999999999999997
2022-12-26,,,,4.33,0.0,3.4193548387096775,-0.094,300236.77419354836,0.017,26947841.260869566,0.015,-70894.06451612903,-0.027999999999999997
2022-12-27,190.62,192.69,-2.858439201451912,4.33,0.0,3.4161290322580644,-0.094,300286.6451612903,0.017,26951955.717391305,0.015,-70874.3870967742,-0.027999999999999997
2022-12-28,188.22,190.75,-3.0249110320284656,4.33,0.0,3.4129032258064513,-0.094,300336.51612903224,0.017,26956070.173913043,0.015,-70854.70967741935,-0.027999999999999997
2022-12-29,191.68,191.15,-4.1998696937803786,4.33,0.0,3.4096774193548387,-0.095,300386.3870967742,0.017,26960184.63043478,0.015,-70835.03225806452,-0.027999999999999997
2022-12-30,191.19,194.04,-3.4722913142970935,4.33,0.0,3.4064516129032256,-0.095,300436.2580645161,0.017,26964299.086956523,0.015,-70815.35483870968,-0.027999999999999997
2022-12-31,,,,4.33,0.0,3.403225806451613,-0.095,300486.12903225806,0.017,26968413.54347826,0.015,-70795.67741935483,-0.027999999999999997
2023-01-01,,,,4.33,0.0,3.4,-0.095,300536.0,0.017,26972528.0,0.015,-70776.0,-0.027999999999999997
2023-01-02,,,,4.33,0.0,3.4064516129032256,0.19,300571.87096774194,0.012,26975456.577777777,0.011000000000000001,-70770.93548387097,-0.006999999999999999
2023-01-03,190.41,190.37,-4.767383691845928,4.33,0.0,3.4129032258064513,0.189,300607.7419354839,0.012,26978385.155555554,0.011000000000000001,-70765.87096774194,-0.006999999999999999
2023-01-04,192.1,191.42,-1.7956084547506634,4.33,0.0,3.4193548387096775,0.189,300643.6129032258,0.012,26981313.733333334,0.011000000000000001,-70760.80645161291,-0.006999999999999999
2023-01-05,189.85,190.62,-1.0742643624474524,4.33,0.0,3.425806451612903,0.189,300679.48387096776,0.012,26984242.31111111,0.011000000000000001,-70755.74193548386,-0.006999999999999999
2023-01-06,194.04,188.22,-1.32634338138925,4.33,0.0,3.432258064516129,0.188,300715.3548387097,0.012,26987170.888888888,0.011000000000000001,-70750.67741935483,-0.006999999999999999
2023-01-07,,,,4.33,0.0,3.4387096774193546,0.188,300751.22580645164,0.012,26990099.466666665,0.011000000000000001,-70745.6129032258,-0.006999999999999999
2023-01-08,,,,4.33,0.0,3.445161290322581,0.188,300787.0967741936,0.012,26993028.044444446,0.011000000000000001,-70740.54838709677,-0.006999999999999999
2023-01-09,194.12,191.68,0.2772691603452726,4.33,0.0,3.4516129032258065,0.187,300822.96774193546,0.012,26995956.622222222,0.011000000000000001,-70735.48387096774,-0.006999999999999999
2023-01-10,195.65,191.19,-1.4687693259121781,4.33,0.0,3.458064516129032,0.187,300858.8387096774,0.012,26998885.2,0.011000000000000001,-70730.41935483871,-0.006999999999999999
2023-01-11,198.23,190.41,0.021011714030572115,4.33,0.0,3.464516129032258,0.187,300894.70967741933,0.012,27001813.777777776,0.011000000000000001,-70725.35483870968,-0.006999999999999999
2023-01-12,199.19,192.1,0.3552397868561208,4.33,0.0,3.4709677419354836,0.186,300930.5806451613,0.012,27004742.355555557,0.011000000000000001,-70720.29032258065,-0.006999999999999999
2023-01-13,200.04,189.85,-0.403945021508767,4.33,0.0,3.47741935483871,0.186,300966.4516129032,0.012,27007670.933333334,0.011000000000000001,-70715.2258064516,-0.006999999999999999
2023-01-14,,,,4.33,0.0,3.4838709677419355,0.186,301002.32258064515,0.012,27010599.51111111,0.011000000000000001,-70710.16129032258,-0.006999999999999999
2023-01-15,,,,4.33,0.0,3.490322580645161,0.185,301038.1935483871,0.012,27013528.088888887,0.011000000000000001,-70705.09677419355,-0.006999999999999999
2023-01-16,,,,4.33,0.0,3.496774193548387,0.185,301074.06451612903,0.012,27016456.666666668,0.011000000000000001,-70700.03225806452,-0.006999999999999999
2023-01-17,199.77,194.04,3.0921262352566092,4.33,0.0,3.503225806451613,0.185,301109.93548387097,0.012,27019385.244444445,0.011000000000000001,-70694.96774193548,-0.006999999999999999
2023-01-18,196.62,194.12,1.2729549248747807,4.33,0.0,3.509677419354839,0.184,301145.8064516129,0.012,27022313.82222222,0.011000000000000001,-70689.90322580645,-0.006999999999999999
2023-01-19,195.02,195.65,2.3327579894345973,4.33,0.0,3.5161290322580645,0.184,301181.67741935485,0.012,27025242.4,0.011000000000000001,-70684.83870967742,-0.006999999999999999
2023-01-20,198.76,198.23,4.1069271571871235,4.33,0.0,3.52258064516129,0.183,301217.5483870968,0.012,27028170.97777778,0.011000000000000001,-70679.7741935484,-0.006999999999999999
2023-01-21,,,,4.33,0.0,3.5290322580645164,0.183,301253.4193548387,0.012,27031099.555555556,0.011000000000000001,-70674.70967741935,-0.006999999999999999
2023-01-22,,,,4.33,0.0,3.535483870967742,0.183,301289.29032258067,0.012,27034028.133333333,0.011000000000000001,-70669.64516129032,-0.006999999999999999
2023-01-23,201.28,199.19,3.690786048932848,4.33,0.0,3.541935483870968,0.182,301325.1612903226,0.012,27036956.71111111,0.011000000000000001,-70664.58064516129,-0.006999999999999999
2023-01-24,200.95,200.04,5.3673953120884965,4.33,0.0,3.5483870967741935,0.182,301361.03225806454,0.012,27039885.28888889,0.011000000000000001,-70659.51612903226,-0.006999999999999999
2023-01-25,201.05,199.77,2.952999381570809,4.33,0.0,3.554838709677419,0.182,301396.9032258064,0.012,27042813.866666667,0.011000000000000001,-70654.45161290323,-0.006999999999999999
2023-01-26,203.12,196.62,1.2878631774160265,4.33,0.0,3.5612903225806454,0.181,301432.77419354836,0.012,27045742.444444444,0.011000000000000001,-70649.3870967742,-0.006999999999999999
2023-01-27,203.94,195.02,-0.3220035778175312,4.33,0.0,3.567741935483871,0.181,301468.6451612903,0.012,27048671.02222222,0.011000000000000001,-70644.32258064517,-0.006999999999999999
2023-01-28,,,,4.33,0.0,3.574193548387097,0.181,301504.51612903224,0.012,27051599.6,0.011000000000000001,-70639.25806451614,-0.006999999999999999
2023-01-29,,,,4.33,0.0,3.5806451612903225,0.181,301540.3870967742,0.012,27054528.17777778,0.011000000000000001,-70634.19354838709,-0.006999999999999999
2023-01-30,201.21,198.76,0.2673661907884872,4.33,0.0,3.5870967741935487,0.18,301576.2580645161,0.012,27057456.755555555,0.011000000000000001,-70629.12903225806,-0.006999999999999999
2023-01-31,204.43,201.28,1.0492494603142832,4.33,0.0,3.5935483870967744,0.18,301612.12903225806,0.012,27060385.333333332,0.011000000000000001,-70624.06451612903,-0.006999999999999999
2023-02-01,206.92,200.95,0.45490901819635887,4.33,0.0,3.6,0.18,301648.0,0.012,27063313.911111113,0.011000000000000001,-70619.0,-0.006999999999999999
2023-02-02,210.01,201.05,0.6407368473744901,4.58,5.774,3.5964285714285715,-0.099,301653.71428571426,0.002,27066242.48888889,0.011000000000000001,-70254.14285714286,-0.517
2023-02-03,207.84,203.12,3.30586918929916,4.58,0.0,3.592857142857143,-0.099,301659.4285714286,0.002,27069171.066666666,0.011000000000000001,-69889.28571428571,-0.519
2023-02-04,,,,4.58,0.0,3.5892857142857144,-0.099,301665.14285714284,0.002,27072099.644444443,0.011000000000000001,-69524.42857142857,-0.522
2023-02-05,,,,4.58,0.0,3.585714285714286,-0.1,301670.85714285716,0.002,27075028.222222224,0.011000000000000001,-69159.57142857143,-0.525
2023-02-06,206.28,203.94,4.573889857450508,4.58,0.0,3.5821428571428573,-0.1,301676.5714285714,0.002,27077956.8,0.011000000000000001,-68794.71428571429,-0.528
2023-02-07,208.88,201.21,1.232642382773208,4.58,0.0,3.5785714285714287,-0.1,301682.28571428574,0.002,27080885.377777778,0.011000000000000001,-68429.85714285714,-0.53
2023-02-08,206.65,204.43,1.564984101748812,4.58,0.0,3.575,-0.1,301688.0,0.002,27083813.955555554,0.011000000000000001,-68065.0,-0.5329999999999999
2023-02-09,204.64,206.92,2.970888280666828,4.57,-0.218,3.5714285714285716,-0.1,301693.71428571426,0.002,27086742.533333335,0.011000000000000001,-67700.14285714286,-0.536
2023-02-10,205.01,210.01,4.456602835115642,4.58,0.219,3.567857142857143,-0.1,301699.4285714286,0.002,27089671.111111112,0.011000000000000001,-67335.28571428571,-0.539
2023-02-11,,,,4.58,0.0,3.5642857142857145,-0.1,301705.14285714284,0.002,27092599.68888889,0.011000000000000001,-66970.42857142857,-0.542
2023-02-12,,,,4.58,0.0,3.560714285714286,-0.1,301710.85714285716,0.002,27095528.266666666,0.011000000000000001,-66605.57142857143,-0.545
