,VTI_value,VTI_6_days_ago,pct_change_6d,TPM_value,TPM_var,TDES_value,TDES_var,IPC_value,IPC_var,PIB_value,PIB_var,BC_value,BC_var
2023-08-06,,,,5.33,0.0,3.8,0.0,306464.48387096776,0.013,,,-59031.58064516129,0.13799999999999998
2023-08-07,224.61,227.66,0.9399663030947858,5.33,0.0,3.8,0.0,306503.5806451613,0.013,,,-59113.096774193546,0.13799999999999998
2023-08-08,223.57,228.35,1.2548776161759312,5.33,0.0,3.8,0.0,306542.67741935485,0.013,,,-59194.6129032258,0.13799999999999998
2023-08-09,221.97,227.73,0.6230116648992645,5.33,0.0,3.8,0.0,306581.77419354836,0.013,,,-59276.12903225807,0.13799999999999998
2023-08-10,222.01,224.5,-1.0533738816166371,5.33,0.0,3.8,0.0,306620.87096774194,0.013,,,-59357.645161290326,0.13799999999999998
2023-08-11,221.8,223.85,-1.4137232449572879,5.33,0.0,3.8,0.0,306659.96774193546,0.013,,,-59439.16129032258,0.13699999999999998
2023-08-12,,,,5.33,0.0,3.8,0.0,306699.06451612903,0.013,,,-59520.67741935484,0.13699999999999998
2023-08-13,,,,5.33,0.0,3.8,0.0,306738.1612903226,0.013,,,-59602.1935483871,0.13699999999999998
2023-08-14,222.9,222.9,-1.069637388486977,5.33,0.0,3.8,0.0,306777.2580645161,0.013,,,-59683.709677419356,0.13699999999999998
2023-08-15,220.37,224.61,-1.3397171220240645,5.33,0.0,3.8,0.0,306816.3548387097,0.013,,,-59765.22580645161,0.13699999999999998
2023-08-16,218.55,223.57,-2.09327786292971,5.33,0.0,3.8,0.0,306855.4516129032,0.013,,,-59846.74193548387,0.136
2023-08-17,216.76,221.97,-2.529311026215253,5.33,0.0,3.8,0.0,306894.5483870968,0.013,,,-59928.25806451613,0.136
2023-08-18,217.01,222.01,-1.1091314031180466,5.33,0.0,3.8,0.0,306933.6451612903,0.013,,,-60009.77419354839,0.136
2023-08-19,,,,5.33,0.0,3.8,0.0,306972.7419354839,0.013,,,-60091.290322580644,0.136
2023-08-20,,,,5.33,0.0,3.8,0.0,307011.8387096774,0.013,,,-60172.8064516129,0.136
2023-08-21,218.26,221.8,-0.9157918248827279,5.33,0.0,3.8,0.0,307050.93548387097,0.013,,,-60254.32258064516,0.135
2023-08-22,217.68,222.9,0.0,5.33,0.0,3.8,0.0,307090.03225806454,0.013,,,-60335.83870967742,0.135
2023-08-23,220.06,220.37,-1.8877164863541296,5.33,0.0,3.8,0.0,307129.12903225806,0.013,,,-60417.354838709674,0.135
2023-08-24,217.11,218.55,-2.2453817596278514,5.33,0.0,3.8,0.0,307168.22580645164,0.013,,,-60498.87096774193,0.135
2023-08-25,218.59,216.76,-2.347164031175386,5.33,0.0,3.8,0.0,307207.32258064515,0.013,,,-60580.3870967742,0.135
2023-08-26,,,,5.33,0.0,3.8,0.0,307246.4193548387,0.013,,,-60661.903225806454,0.135
2023-08-27,,,,5.33,0.0,3.8,0.0,307285.51612903224,0.013,,,-60743.41935483871,0.134
2023-08-28,219.99,217.01,-2.2521508040178384,5.33,0.0,3.8,0.0,307324.6129032258,0.013,,,-60824.93548387097,0.134
2023-08-29,223.19,218.26,-1.5960324616771993,5.33,0.0,3.8,0.0,307363.70967741933,0.013,,,-60906.45161290323,0.134
2023-08-30,224.18,217.68,-2.3418573351278615,5.33,0.0,3.8,0.0,307402.8064516129,0.013,,,-60987.967741935485,0.134
2023-08-31,223.94,220.06,-0.1406725053319402,5.33,0.0,3.8,0.0,307441.9032258064,0.013,,,-61069.48387096774,0.134
2023-09-01,224.68,217.11,-0.658888126286894,5.33,0.0,3.8,0.0,307481.0,0.013,,,-61151.0,0.133
2023-09-02,,,,5.33,0.0,3.8033333333333332,0.08800000000000001,307485.6,0.001,,,-61254.46666666667,0.169
2023-09-03,,,,5.33,0.0,3.8066666666666666,0.08800000000000001,307490.2,0.001,,,-61357.933333333334,0.169
2023-09-04,,,,5.33,0.0,3.8099999999999996,0.08800000000000001,307494.8,0.001,,,-61461.4,0.169
2023-09-05,223.34,218.59,0.844251706957011,5.33,0.0,3.813333333333333,0.087,307499.4,0.001,,,-61564.86666666667,0.168
2023-09-06,221.94,219.99,1.3732086078982686,5.33,0.0,3.8166666666666664,0.087,307504.0,0.001,,,-61668.333333333336,0.168
2023-09-07,221.18,223.19,2.2587739393383988,5.33,0.0,3.82,0.087,307508.6,0.001,,,-61771.8,0.168
2023-09-08,221.42,224.18,2.98603454612274,5.33,0.0,3.8233333333333333,0.087,307513.2,0.001,,,-61875.26666666667,0.167
2023-09-09,,,,5.33,0.0,3.8266666666666667,0.087,307517.8,0.001,,,-61978.73333333333,0.167
2023-09-10,,,,5.33,0.0,3.83,0.087,307522.4,0.001,,,-62082.2,0.167
2023-09-11,222.81,223.94,1.7631555030446222,5.33,0.0,3.833333333333333,0.087,307527.0,0.001,,,-62185.666666666664,0.167
2023-09-12,221.73,224.68,3.4867118050757595,5.33,0.0,3.8366666666666664,0.087,307531.6,0.001,,,-62289.13333333333,0.166
2023-09-13,221.76,223.34,2.173017978864533,5.33,0.0,3.84,0.087,307536.2,0.001,,,-62392.6,0.166
2023-09-14,223.66,221.94,0.8864039274512514,5.33,0.0,3.8433333333333333,0.087,307540.8,0.001,,,-62496.066666666666,0.166
2023-09-15,221.03,221.18,-0.9005779828845317,5.33,0.0,3.8466666666666667,0.087,307545.4,0.001,,,-62599.53333333333,0.166
2023-09-16,,,,5.33,0.0,3.8499999999999996,0.087,307550.0,0.001,,,-62703.0,0.165
2023-09-17,,,,5.33,0.0,3.853333333333333,0.087,307554.6,0.001,,,-62806.46666666667,0.165
2023-09-18,221.05,221.42,-1.2311535373360827,5.33,0.0,3.8566666666666665,0.087,307559.2,0.001,,,-62909.933333333334,0.165
2023-09-19,220.49,222.81,-0.5045994462802517,5.33,0.0,3.86,0.086,307563.8,0.001,,,-63013.4,0.164
2023-09-20,218.54,221.73,-1.3129784582517456,5.33,0.0,3.8633333333333333,0.086,307568.4,0.001,,,-63116.86666666667,0.164
2023-09-21,214.09,221.76,-0.7074415689083957,5.33,0.0,3.8666666666666667,0.086,307573.0,0.001,,,-63220.333333333336,0.164
2023-09-22,213.64,223.66,0.7749842299720644,5.33,0.0,3.87,0.086,307577.6,0.001,,,-63323.8,0.164
2023-09-23,,,,5.33,0.0,3.873333333333333,0.086,307582.2,0.001,,,-63427.26666666667,0.163
2023-09-24,,,,5.33,0.0,3.8766666666666665,0.086,307586.8,0.001,,,-63530.73333333334,0.163
2023-09-25,214.5,221.03,-0.06781806673298307,5.33,0.0,3.88,0.086,307591.4,0.001,,,-63634.2,0.163
2023-09-26,211.41,221.05,-0.16710324270615695,5.33,0.0,3.8833333333333333,0.086,307596.0,0.001,,,-63737.666666666664,0.163
2023-09-27,211.63,220.49,-1.0412459045823774,5.33,0.0,3.8866666666666667,0.086,307600.6,0.001,,,-63841.13333333333,0.16199999999999998
2023-09-28,213.03,218.54,-1.4386866910206075,5.33,0.0,3.8899999999999997,0.086,307605.2,0.001,,,-63944.6,0.16199999999999998
2023-09-29,212.41,214.09,-3.4586940836940805,5.33,0.0,3.893333333333333,0.086,307609.8,0.001,,,-64048.066666666666,0.16199999999999998
2023-09-30,,,,5.33,0.0,3.8966666666666665,0.086,307614.4,0.001,,,-64151.53333333333,0.16199999999999998
2023-10-01,,,,5.33,0.0,3.9,0.086,307619.0,0.001,,,-64255.0,0.161
2023-10-02,212.13,213.64,-4.480014307430924,5.33,0.0,3.893548387096774,-0.165,307628.6129032258,0.003,,,,
2023-10-03,209.05,214.5,-2.954350088223323,5.33,0.0,3.8870967741935485,-0.166,307638.22580645164,0.003,,,,
2023-10-04,210.56,211.41,-4.361004297670212,5.33,0.0,3.8806451612903223,-0.166,307647.8387096774,0.003,,,,
2023-10-05,210.45,211.63,-4.018322826432041,5.33,0.0,3.8741935483870966,-0.166,307657.4516129032,0.003,,,,
2023-10-06,212.96,213.03,-2.5212775693236877,5.33,0.0,3.867741935483871,-0.167,307667.06451612903,0.003,,,,
2023-10-07,,,,5.33,0.0,3.861290322580645,-0.167,307676.67741935485,0.003,,,,
2023-10-08,,,,5.33,0.0,3.8548387096774195,-0.167,307686.29032258067,0.003,,,,
2023-10-09,214.3,212.41,-0.7847167079265804,5.33,0.0,3.8483870967741933,-0.167,307695.9032258064,0.003,,,,
2023-10-10,215.63,212.13,-0.7067964800599125,5.33,0.0,3.8419354838709676,-0.168,307705.51612903224,0.003,,,,
2023-10-11,216.48,209.05,-2.540792540792536,5.33,0.0,3.835483870967742,-0.168,307715.12903225806,0.003,,,,
2023-10-12,214.74,210.56,-0.40206234331393587,5.33,0.0,3.829032258064516,-0.168,307724.7419354839,0.003,,,,
2023-10-13,213.53,210.45,-0.5575769030855771,5.33,0.0,3.8225806451612905,-0.168,307734.3548387097,0.003,,,,
2023-10-14,,,,5.33,0.0,3.8161290322580648,-0.169,307743.96774193546,0.003,,,,
2023-10-15,,,,5.33,0.0,3.8096774193548386,-0.169,307753.5806451613,0.003,,,,
2023-10-16,216.01,212.96,-0.032859221705860975,5.33,0.0,3.803225806451613,-0.169,307763.1935483871,0.003,,,,
2023-10-17,216.29,214.3,0.8897886163551583,5.33,0.0,3.796774193548387,-0.16999999999999998,307772.8064516129,0.003,,,,
2023-10-18,213.09,215.63,1.6499316456889623,5.33,0.0,3.7903225806451615,-0.16999999999999998,307782.4193548387,0.003,,,,
2023-10-19,211.08,216.48,3.5541736426692117,5.33,0.0,3.7838709677419358,-0.16999999999999998,307792.03225806454,0.003,,,,
2023-10-20,208.47,214.74,1.9851823708206817,5.33,0.0,3.7774193548387096,-0.17099999999999999,307801.6451612903,0.003,,,,
2023-10-21,,,,5.33,0.0,3.770967741935484,-0.17099999999999999,307811.2580645161,0.003,,,,
2023-10-22,,,,5.33,0.0,3.764516129032258,-0.17099999999999999,307820.87096774194,0.003,,,,
2023-10-23,207.9,213.53,1.4635305298170698,5.33,0.0,3.7580645161290325,-0.17099999999999999,307830.48387096776,0.003,,,,
2023-10-24,209.47,216.01,1.4321938392186206,5.33,0.0,3.7516129032258068,-0.172,307840.0967741936,0.003,,,,
2023-10-25,206.36,216.29,0.928604759682683,5.33,0.0,3.7451612903225806,-0.172,307849.70967741933,0.003,,,,
2023-10-26,204.22,213.09,-1.177943699856232,5.33,0.0,3.738709677419355,-0.172,307859.32258064515,0.003,,,,
2023-10-27,203.12,211.08,-2.4944567627494307,5.33,0.0,3.732258064516129,-0.173,307868.93548387097,0.003,,,,
2023-10-28,,,,5.33,0.0,3.7258064516129035,-0.173,307878.5483870968,0.003,,,,
2023-10-29,,,,5.33,0.0,3.7193548387096778,-0.173,307888.1612903226,0.003,,,,
2023-10-30,205.46,208.47,-2.9198100027940765,5.33,0.0,3.7129032258064516,-0.173,307897.77419354836,0.003,,,,
2023-10-31,206.79,207.9,-2.6366318550086643,5.33,0.0,3.706451612903226,-0.174,307907.3870967742,0.003,,,,
2023-11-01,208.86,209.47,-3.0276376093699375,5.33,0.0,3.7,-0.174,307917.0,0.003,,,,
2023-11-02,213.01,206.36,-4.591058301354655,5.33,0.0,,,,,,,,
2023-11-03,215.41,204.22,-4.162560420479611,5.33,0.0,,,,,,,,
2023-11-04,,,,5.33,0.0,,,,,,,,
2023-11-05,,,,5.33,0.0,,,,,,,,
2023-11-06,215.5,203.12,-3.771082054197461,5.33,0.0,,,,,,,,
2023-11-07,216.14,205.46,-1.4438528325418476,5.33,0.0,,,,,,,,
2023-11-08,216.11,206.79,-0.5339105339105421,5.33,0.0,,,,,,,,
2023-11-09,214.27,208.86,-0.29121115195492875,5.33,0.0,,,,,,,,
2023-11-10,217.46,213.01,3.222523744911787,5.33,0.0,,,,,,,,
2023-11-11,,,,5.33,0.0,,,,,,,,
2023-11-12,,,,5.33,0.0,,,,,,,,
2023-11-13,217.33,215.41,5.479384976985613,5.33,0.0,,,,,,,,
2023-11-14,222.15,215.5,6.094919259551013,5.33,0.0,,,,,,,,
2023-11-15,222.7,216.14,5.198092086050798,5.33,0.0,,,,,,,,
2023-11-16,222.55,216.11,4.506987765365844,5.33,0.0,,,,,,,,
2023-11-17,223.11,214.27,2.59025184334003,5.33,0.0,,,,,,,,
2023-11-18,,,,5.33,0.0,,,,,,,,
2023-11-19,,,,5.33,0.0,,,,,,,,
2023-11-20,224.79,217.46,2.0891037979437588,5.33,0.0,,,,,,,,
2023-11-21,224.18,217.33,0.8913235225848526,5.33,0.0,,,,,,,,
2023-11-22,225.14,222.15,3.08584686774942,5.33,0.0,,,,,,,,
2023-11-23,,,,5.33,0.0,,,,,,,,
2023-11-24,225.38,222.7,3.035069862126405,5.33,0.0,,,,,,,,
2023-11-25,,,,5.33,0.0,,,,,,,,
2023-11-26,,,,5.33,0.0,,,,,,,,
2023-11-27,225.09,222.55,2.979963907269445,5.33,0.0,,,,,,,,
2023-11-28,225.23,223.11,4.125635879964529,5.33,0.0,,,,,,,,
2023-11-29,225.33,224.79,3.3707348477880927,5.33,0.0,,,,,,,,
2023-11-30,226.26,224.18,3.1518888326508065,5.33,0.0,,,,,,,,
2023-12-01,228.17,225.14,1.3459374296646232,5.33,0.0,,,,,,,,
2023-12-02,,,,5.33,0.0,,,,,,,,
2023-12-03,,,,5.33,0.0,,,,,,,,
2023-12-04,227.35,225.38,1.2034126627750386,5.33,0.0,,,,,,,,
2023-12-05,226.91,225.09,1.1413165580768325,5.33,0.0,,,,,,,,
2023-12-06,225.95,225.23,0.9502039352785596,5.33,0.0,,,,,,,,
2023-12-07,227.76,225.33,0.2402242092619966,5.33,0.0,,,,,,,,
2023-12-08,228.85,226.26,0.9278258542242845,5.33,0.0,,,,,,,,
2023-12-09,,,,5.33,0.0,,,,,,,,
2023-12-10,,,,5.33,0.0,,,,,,,,
2023-12-11,229.79,228.17,1.3458292617926526,5.33,0.0,,,,,,,,
2023-12-12,230.66,227.35,0.8740793326825758,5.33,0.0,,,,,,,,
2023-12-13,234.24,226.91,0.808565462703803,5.33,0.0,,,,,,,,
2023-12-14,235.63,225.95,0.3196732229276744,5.33,0.0,,,,,,,,
2023-12-15,235.31,227.76,1.078418319797625,5.33,0.0,,,,,,,,
2023-12-16,,,,5.33,0.0,,,,,,,,
2023-12-17,,,,5.33,0.0,,,,,,,,
2023-12-18,236.33,228.85,1.1447007867055659,5.33,0.0,,,,,,,,
2023-12-19,238.06,229.79,0.7099969321120225,5.33,0.0,,,,,,,,
2023-12-20,234.51,230.66,1.4559049923026146,5.33,0.0,,,,,,,,
2023-12-21,236.09,234.24,3.230355647613603,5.33,0.0,,,,,,,,
2023-12-22,236.63,235.63,4.284133657888911,5.33,0.0,,,,,,,,
2023-12-23,,,,5.33,0.0,,,,,,,,
2023-12-24,,,,5.33,0.0,,,,,,,,
2023-12-25,,,,5.33,0.0,,,,,,,,
2023-12-26,237.8,235.31,3.3148928696874025,5.33,0.0,,,,,,,,
2023-12-27,238.25,236.33,3.26851649552109,5.33,0.0,,,,,,,,
2023-12-28,238.13,238.06,3.5989381609295545,5.33,0.0,,,,,,,,
2023-12-29,237.22,234.51,1.6691233850689269,,,,,,,,,,
2023-12-30,,,,,,,,,,,,,
2023-12-31,,,,,,,,,,,,,
