,v,vw,o,c,h,l,t,n,name,cierre_anterior,pct_change_1d,pct_change_5d,pct_change_10d
235,3361558.0,215.873,214.73,216.01,216.46,214.56,2023-10-16,58036,VTI,213.53,1.1614293073572757,0.7979468035464121,1.82906708150663
236,3627690.0,216.0641,214.37,216.29,217.38,214.17,2023-10-17,55344,VTI,216.01,0.1296236285357244,0.30607985901776047,3.4632862951446963
237,3254961.0,214.2277,215.11,213.09,215.63,212.59,2023-10-18,57209,VTI,216.29,-1.4794951222895092,-1.5659645232815933,1.201557750759874
238,4322728.0,212.4979,213.4,211.08,214.35,210.69,2023-10-19,67432,VTI,213.09,-0.9432634098268333,-1.7043867001955815,0.299358517462589
239,4447576.0,209.4451,210.86,208.47,211.05,208.38,2023-10-20,85140,VTI,211.08,-1.2364980102330891,-2.3696904416241282,-2.1083771600300616
240,5472980.0,208.6752,207.67,207.9,209.97,206.66,2023-10-23,86999,VTI,208.47,-0.2734206360627378,-3.7544558122309057,-2.9864675688287434
241,3180907.0,209.3081,209.0698,209.47,210.21,208.12,2023-10-24,50867,VTI,207.9,0.7551707551707532,-3.153173979379531,-2.856745350832446
242,3454535.0,207.1179,208.45,206.36,208.535,206.0898,2023-10-25,69152,VTI,209.47,-1.4846994796390844,-3.158289924445068,-4.674796747967469
243,4133356.0,204.9565,205.92,204.22,206.3599,203.63,2023-10-26,85976,VTI,206.36,-1.037022678813726,-3.2499526245973187,-4.898947564496603
244,4290651.0,203.6857,205.0,203.12,205.11,202.44,2023-10-27,84336,VTI,204.22,-0.5386348056018009,-2.5663164963783736,-4.875193181285997
245,3560861.0,204.8272,204.53,205.46,205.98,203.76,2023-10-30,60463,VTI,203.12,1.1520283576211154,-1.1736411736411712,-4.884033146613575
246,3325262.0,206.1193,205.63,206.79,206.995,204.82,2023-10-31,52037,VTI,205.46,0.6473279470456506,-1.2794194872774223,-4.39225114429701
247,5789255.0,208.1042,207.14,208.86,209.22,206.87,2023-11-01,73679,VTI,206.79,1.0010155229943418,1.2114750920721118,-1.9850767281430315
248,4111550.0,212.2023,210.85,213.01,213.11,210.85,2023-11-02,65905,VTI,208.86,1.986976922340311,4.304181764763482,0.9143452719347911
249,4217119.0,215.4728,214.32,215.41,216.2,214.27,2023-11-03,61339,VTI,213.01,1.1267076663067588,6.0506104765655655,3.329016165395493
250,2915024.0,215.273,215.83,215.5,216.066,214.47,2023-11-06,54794,VTI,215.41,0.04178079012115976,4.886595931081472,3.6556036556036453
251,3194330.0,216.0086,215.38,216.14,216.5,214.9,2023-11-07,47293,VTI,215.5,0.2969837587006863,4.521495236713569,3.1842268582613187
252,2813801.0,215.9089,216.34,216.11,216.72,215.0,2023-11-08,42056,VTI,216.14,-0.013879892662149729,3.4712247438475563,4.724752859081227
253,2771197.0,215.3646,216.63,214.27,216.78,214.06,2023-11-09,45701,VTI,216.11,-0.8514182592198383,0.5915215248110561,4.9211634511800995
254,3303916.0,215.9816,215.1,217.46,217.61,214.45,2023-11-10,42572,VTI,214.27,1.4887758435618625,0.9516735527598685,7.059866089011413
255,2829434.0,217.1306,216.81,217.33,217.8595,216.34,2023-11-13,46803,VTI,217.46,-0.05978110916949886,0.8491879350348119,5.7772802491969255
256,4055052.0,221.9562,220.51,222.15,222.78,220.51,2023-11-14,53668,VTI,217.33,2.217825426770337,2.7806051633200823,7.427825330044979
257,2819245.0,223.0483,222.86,222.7,223.8,222.29,2023-11-15,44400,VTI,222.15,0.2475804636506762,3.0493730044884426,6.6264483385999995
258,2754455.0,222.2022,222.3,222.55,222.88,221.6034,2023-11-16,41526,VTI,222.7,-0.06735518634933824,3.8642833807812638,4.478662973569336
259,3124318.0,222.8986,222.8659,223.11,223.44,222.42,2023-11-17,47766,VTI,222.55,0.2516288474500028,2.5981789754437656,3.574578710366283
260,2876890.0,224.2449,223.11,224.79,225.25,223.0,2023-11-20,53579,VTI,223.11,0.7529917977679101,3.4325679841715306,4.310904872389787
261,2513822.0,224.0981,224.25,224.18,224.43,223.61,2023-11-21,41892,VTI,224.79,-0.27136438453667644,0.9137969840198101,3.7198112334598132
262,2880548.0,225.1488,224.85,225.14,225.76,224.53,2023-11-22,40480,VTI,224.18,0.4282273173342732,1.0956443646160663,4.178427652584316
263,1219467.0,225.2345,225.04,225.38,225.44,225.01,2023-11-24,21834,VTI,225.14,0.10660033756773046,1.2716243540777272,5.185046903439572
264,2409965.0,225.1921,225.12,225.09,225.53,224.77,2023-11-27,48528,VTI,225.38,-0.12867157689235853,0.8874546187978893,3.508691253563878
265,2761895.0,225.1014,224.77,225.23,225.905,224.45,2023-11-28,42481,VTI,225.09,0.06219734328489768,0.19573824458383182,3.6350250770717185
266,2653679.0,226.0713,226.38,225.33,227.19,225.11,2023-11-29,43013,VTI,225.23,0.044399058739963415,0.5129806405566928,1.431465226198525
267,3147997.0,225.475,225.73,226.26,226.385,224.82,2023-11-30,47093,VTI,225.33,0.4127279989348809,0.49746824198277917,1.598563089357885
268,4078686.0,227.312,225.99,228.17,228.33,225.585,2023-12-01,65914,VTI,226.26,0.844161584018388,1.2379093087230508,2.5252752190518812
269,3837805.0,226.838,226.58,227.35,227.43,226.08,2023-12-04,77153,VTI,228.17,-0.35938116316781565,1.0040428273135227,1.9004078705571192
270,3019047.0,226.7802,226.58,226.91,227.4535,226.205,2023-12-05,45533,VTI,227.35,-0.19353419837254693,0.7459041868312477,0.9431024511766584
271,3172934.0,226.9761,227.89,225.95,228.1596,225.88,2023-12-06,48181,VTI,226.91,-0.423075228063996,0.2751519992899132,0.7895441163350725
272,2724304.0,227.5417,226.99,227.76,228.05,226.71,2023-12-07,41924,VTI,225.95,0.8010621818986596,0.6629541235746439,1.1637203517811168
273,2740235.0,228.4018,227.36,228.85,229.09,227.27,2023-12-08,48660,VTI,227.76,0.4785739374780551,0.2980234036025875,1.5396219717809911
274,3076566.0,229.2236,228.69,229.79,229.83,228.51,2023-12-11,54448,VTI,228.85,0.41074939916976305,1.0732351000659834,2.0880536674219075
275,3214921.0,230.004,229.59,230.66,230.7801,228.96,2023-12-12,45765,VTI,229.79,0.3786065538100125,1.6526376096249518,2.410868889579554
276,4231060.0,232.0377,230.77,234.24,234.425,230.545,2023-12-13,64785,VTI,230.66,1.55206797884333,3.6689533082540526,3.954200505924632
277,5014530.0,235.6408,235.66,235.63,236.58,234.19,2023-12-14,67223,VTI,234.24,0.5934084699453557,3.4553916403231577,4.14125342526297
278,4298616.0,235.2784,234.79,235.31,235.9387,234.63,2023-12-15,64182,VTI,235.63,-0.13580613673980224,2.822809700677298,3.129245737827069
279,3855054.0,236.3757,235.86,236.33,236.815,235.82,2023-12-18,69079,VTI,235.31,0.4334707407249949,2.846076852778623,3.949857048603489
280,3731693.0,237.6109,236.72,238.06,238.095,236.72,2023-12-19,54862,VTI,236.33,0.7320272500317415,3.208185207664971,4.9138424926182145
281,5149738.0,237.1175,237.74,234.51,238.69,234.44,2023-12-20,73262,VTI,238.06,-1.491220700663698,0.11526639344261458,3.788448771852182
282,4427026.0,235.1169,235.08,236.09,236.17,234.06,2023-12-21,60778,VTI,234.51,0.6737452560658497,0.19522132156346572,3.6573586231120503
283,3662383.0,236.8428,236.5896,236.63,237.515,235.64,2023-12-22,60667,VTI,236.09,0.22872633317803093,0.5609621350558758,3.3996067292986654
284,3829400.0,237.5316,236.98,237.8,238.31,236.8559,2023-12-26,59244,VTI,236.63,0.49444280099735227,0.6220115939576054,3.48579137473346
285,5103732.0,237.9578,238.0,238.25,238.44,237.47,2023-12-27,62196,VTI,237.8,0.18923465096718495,0.07981181214820054,3.290557530564464
286,4099416.0,238.4654,238.25,238.13,238.7399,238.13,2023-12-28,78091,VTI,238.25,-0.05036726128017088,1.5436441942774382,1.6606898907103762
287,4188762.0,237.4897,238.14,237.22,238.47,236.48,2023-12-29,71842,VTI,238.13,-0.3821442069457892,0.47863103053920053,0.6747867419258924
