,realtime_start,realtime_end,observation_start,observation_end,units,output_type,file_type,order_by,sort_order,count,offset,limit,realtime_start,realtime_end,date,value
179,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1983-10-01,3834.386
180,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1984-01-01,3945.094
181,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1984-04-01,4047.14
182,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1984-07-01,4121.606
183,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1984-10-01,4181.775
184,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1985-01-01,4255.859
185,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1985-04-01,4322.557
186,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1985-07-01,4409.267
187,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1985-10-01,4469.698
188,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1986-01-01,4530.053
189,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1986-04-01,4560.834
190,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1986-07-01,4625.847
191,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1986-10-01,4669.623
192,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1987-01-01,4736.524
193,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1987-04-01,4824.292
194,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1987-07-01,4902.321
195,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1987-10-01,5027.678
196,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1988-01-01,5098.36
197,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1988-04-01,5212.852
198,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1988-07-01,5302.996
199,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1988-10-01,5422.172
200,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1989-01-01,5533.649
201,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1989-04-01,5634.129
202,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1989-07-01,5719.661
203,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1989-10-01,5778.036
204,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1990-01-01,5902.22
205,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1990-04-01,5991.651
206,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1990-07-01,6042.253
207,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1990-10-01,6055.22
208,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1991-01-01,6074.636
209,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1991-04-01,6155.42
210,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1991-07-01,6231.047
211,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1991-10-01,6297.761
212,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1992-01-01,6395.836
213,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1992-04-01,6502.819
214,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1992-07-01,6595.851
215,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1992-10-01,6711.112
216,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1993-01-01,6766.665
217,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1993-04-01,6839.59
218,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1993-07-01,6918.254
219,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1993-10-01,7034.356
220,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1994-01-01,7143.011
221,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1994-04-01,7269.779
222,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1994-07-01,7352.37
223,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1994-10-01,7475.65
224,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1995-01-01,7552.116
225,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1995-04-01,7613.638
226,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1995-07-01,7701.977
227,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1995-10-01,7803.073
228,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1996-01-01,7905.735
229,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1996-04-01,8061.846
230,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1996-07-01,8157.22
231,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1996-10-01,8291.163
232,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1997-01-01,8385.773
233,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1997-04-01,8549.503
234,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1997-07-01,8685.903
235,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1997-10-01,8782.231
236,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1998-01-01,8891.834
237,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1998-04-01,8992.195
238,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1998-07-01,9130.667
239,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2023-12-31,1998-10-01,9306.215
240,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,1999-01-01,9438.205
241,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,1999-01-01,9437.614
242,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,1999-04-01,9550.036
243,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,1999-04-01,9557.13
244,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,1999-07-01,9704.595
245,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,1999-07-01,9715.248
246,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,1999-10-01,9931.958
247,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,1999-10-01,9938.31
248,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2000-01-01,10031.808
249,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,2000-01-01,10035.263
250,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2000-04-01,10279.56
251,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,2000-04-01,10283.391
252,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2000-07-01,10347.082
253,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,2000-07-01,10348.645
254,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2000-10-01,10491.035
255,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,2000-10-01,10490.43
256,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2001-01-01,10510.594
257,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,2001-01-01,10510.297
258,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2001-04-01,10644.451
259,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,2001-04-01,10647.427
260,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2001-07-01,10619.9
261,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,2001-07-01,10623.039
262,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2001-10-01,10747.342
263,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,2001-10-01,10748.408
264,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2002-01-01,10837.73
265,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,2002-01-01,10833.143
266,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2002-04-01,10923.146
267,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,2002-04-01,10918.384
268,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2002-07-01,11035.492
269,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,2002-07-01,11027.515
270,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2002-10-01,11130.278
271,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,2002-10-01,11120.565
272,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2003-01-01,11226.655
273,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,2003-01-01,11217.689
274,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2003-04-01,11368.273
275,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,2003-04-01,11369.131
276,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2003-07-01,11621.763
277,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,2003-07-01,11621.172
278,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2003-10-01,11849.731
279,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,2003-10-01,11851.792
280,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2004-01-01,12018.97
281,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,2004-01-01,12021.455
282,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2004-04-01,12182.398
283,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,2004-04-01,12185.61
284,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2004-07-01,12386.854
285,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,2004-07-01,12386.919
286,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2004-10-01,12579.436
287,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,2004-10-01,12581.653
288,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2005-01-01,12851.097
289,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,2005-01-01,12854.364
290,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2005-04-01,12987.61
291,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,2005-04-01,12996.998
292,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2005-07-01,13230.073
293,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,2005-07-01,13225.668
294,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2005-10-01,13389.59
295,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,2005-10-01,13378.959
296,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2006-01-01,13662.717
297,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,2006-01-01,13654.952
298,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2006-04-01,13802.956
299,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,2006-04-01,13802.877
300,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2006-07-01,13907.106
301,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,2006-07-01,13906.646
302,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2006-10-01,14087.456
303,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,2006-10-01,14083.697
304,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2007-01-01,14260.827
305,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,2007-01-01,14258.594
306,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2007-04-01,14456.794
307,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,2007-04-01,14463.277
308,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2007-07-01,14666.605
309,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,2007-07-01,14681.751
310,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2007-10-01,14859.307
311,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,2007-10-01,14875.943
312,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2008-01-01,14812.719
313,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,2008-01-01,14857.342
314,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2008-04-01,14971.515
315,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,2008-04-01,15023.21
316,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2008-07-01,15020.055
317,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,2008-07-01,15075.73
318,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2008-10-01,14665.524
319,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,2008-10-01,14704.022
320,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2009-01-01,14511.592
321,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,2009-01-01,14551.583
322,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2009-04-01,14468.341
323,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-09-27,2009-04-01,14504.001
324,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2023-09-28,2023-12-31,2009-04-01,14504.002
325,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2009-07-01,14591.831
326,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-09-27,2009-07-01,14631.307
327,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2023-09-28,2023-12-31,2009-07-01,14631.308
328,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2009-10-01,14791.715
329,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,2009-10-01,14826.345
330,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2010-01-01,14915.441
331,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-09-27,2010-01-01,14968.896
332,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2023-09-28,2023-12-31,2010-01-01,14968.895
333,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2010-04-01,15121.332
334,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-12-31,2010-04-01,15187.024
335,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2010-07-01,15269.06
336,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-09-27,2010-07-01,15339.711
337,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2023-09-28,2023-12-31,2010-07-01,15339.713
338,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2010-10-01,15445.256
339,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-09-27,2010-10-01,15522.781
340,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2023-09-28,2023-12-31,2010-10-01,15522.784
341,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2011-01-01,15502.925
342,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-09-27,2011-01-01,15574.331
343,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2023-09-28,2023-12-31,2011-01-01,15574.336
344,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2011-04-01,15716.572
345,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-09-27,2011-04-01,15780.006
346,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2023-09-28,2023-12-31,2011-04-01,15780.01
347,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2011-07-01,15837.248
348,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-09-27,2011-07-01,15893.499
349,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2023-09-28,2023-12-31,2011-07-01,15893.498
350,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2011-10-01,16059.096
351,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-09-27,2011-10-01,16102.819
352,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2023-09-28,2023-12-31,2011-10-01,16102.811
353,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2012-01-01,16268.022
354,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-07-29,2023-09-27,2012-01-01,16315.076
355,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2023-09-28,2023-12-31,2012-01-01,16314.993
356,2021-01-01,2023-12-31,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,512,0,100000,2021-01-01,2021-07-28,2012-04-01,16380.378
